tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt0304023,Flower & Garnet,Flower & Garnet,2002,103,Drama,nm0067101,nm0067101,6.8,579,"nm0719678,nm0730954,nm0862820,nm0646241,nm0335073,nm0910179","nm0569990,nm1500170,nm0861038,nm0186322",nm1121230
tt0304072,The Dog of Flanders,Gekijôban Furandaasu no inu,1997,93,"Animation,Drama,Family",nm0475845,"nm1098505,nm0653536",7.7,822,"nm0089603,nm0089603,nm0134449,nm0134449,nm0140768,nm0140768","nm0993704,nm0849362,nm0010399,nm0369981,nm0369981,nm0150533,nm0150533,nm0168594,nm0168594,nm0220635,nm0220635",
tt0304081,Gigantic (A Tale of Two Johns),Gigantic (A Tale of Two Johns),2002,102,"Documentary,Music",nm1099970,\N,7.6,768,,,nm1098881
tt0304126,Grill Point,Halbe Treppe,2002,106,"Comedy,Drama",nm0237527,"nm0237527,nm0956299",7.1,1749,"nm0695127,nm0581536,nm1271881,nm1273493,nm1441192","nm0478165,nm0772609,nm1273494,nm1272923,nm0774883",nm0739689
tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,142,"Adventure,Family,Fantasy",nm0190859,"nm0746830,nm0460141",7.9,749563,"nm0705356,nm0342488,nm0341743,nm0577982,nm0712628,nm0408846","nm0914612,nm0274913,nm0789716,nm0813893","nm0001060,nm0382268,nm0650038,nm0705365"
tt0304229,Japanese Story,Japanese Story,2003,106,"Drama,Romance",nm0112262,nm0863485,6.8,6961,"nm1059630,nm0245876,nm0949303,nm0263149,nm0792964","nm0001057,nm0192852,nm1382971,nm0040753,nm0164838",nm0556514
tt0304262,The Happiness of the Katakuris,Katakuri-ke no kôfuku,2001,113,"Comedy,Fantasy,Horror",nm0586281,"nm1802640,nm1120067",6.9,10509,"nm0767984,nm0847487,nm1097432,nm0848533,nm0847562,nm0847562,nm1310669,nm0034984","nm0559698,nm0632656,nm1310767","nm2718985,nm0948881"
tt0304296,Young Thugs: Nostalgia,Kishiwada shônen gurentai: Bôkyô,1998,94,"Comedy,Drama",nm0586281,"nm1224528,nm0620185",7.1,574,"nm0128378,nm1114806,nm1115246,nm1347456,nm0847562,nm2381811","nm0438979,nm1083360,nm0847356,nm17554397","nm0299202,nm0454102,nm0620457"
tt0304363,My Life on Ice,Ma vraie vie à Rouen,2002,102,"Comedy,Drama,Sport","nm0239725,nm0553303","nm0239725,nm0553303",6.6,881,"nm1225571,nm0951520,nm0095063,nm0331202,nm1325069,nm1324225,nm1324589","nm0038449,nm0839623,nm1323389",nm0086955
tt0304415,Mona Lisa Smile,Mona Lisa Smile,2003,117,Drama,nm0001565,"nm0465199,nm0742797",6.6,97657,"nm0922035,nm0805476","nm0000210,nm0000379,nm0005466,nm0350454,nm0329481,nm0828980,nm0001315,nm0783033","nm0326063,nm0771490,nm0771834"
tt0304808,Ten Minutes Older: The Trumpet,Ten Minutes Older: The Trumpet,2002,92,Drama,"nm0155280,nm0258977,nm0001348,nm0000464,nm0442454,nm0000490,nm0000694","nm0258977,nm0001348,nm0000464,nm0442454,nm0000694,nm1179464",7.1,3772,"nm0671326,nm1149010,nm1179274,nm1179486,nm1178502,nm0261595","nm0653669,nm1178788,nm1179048,nm0001721","nm0271570,nm0442454,nm0000490,nm1150161"
tt0304857,Two Men Went to War,Two Men Went to War,2002,109,"Comedy,Drama,War",nm0376487,"nm0263565,nm1271765,nm0898369",6.6,1041,"nm0186469,nm1095324,nm0001394,nm0002242,nm0281424,nm0840391,nm0640722,nm1246347,nm1349742,nm0745757",,"nm0362381,nm1063057"
tt0305178,James' Journey to Jerusalem,Massa'ot James Be'eretz Hakodesh,2003,87,"Comedy,Drama",nm0018924,"nm0018924,nm1379816",7.4,608,"nm1381625,nm0202207,nm0019536,nm1380838,nm1381004,nm3329449,nm0169831","nm1381578,nm1379364,nm3328467",nm0362844
tt0305204,Amaidhi Padai,Amaidhi Padai,1994,172,"Action,Crime,Drama",nm0542478,\N,7.7,617,"nm0542478,nm0766470,nm0766470","nm1043431,nm0441030,nm0837674",
tt0305206,American Splendor,American Splendor,2003,101,"Biography,Comedy,Drama","nm0075849,nm0700301","nm0670688,nm1202074,nm0075849,nm0700301",7.4,54252,"nm0316079,nm0670688,nm1423738,nm1423746,nm1242688,nm2895093,nm1307735,nm0583579","nm0075849,nm1423754",nm0394046
tt0305240,Agitator,Araburu tamashii-tachi,2001,150,"Crime,Drama",nm0586281,nm1191231,6.8,1253,"nm0015383,nm17625457,nm2408401,nm0193459,nm1158729,nm0256861,nm17625458,nm2169985,nm0354653,nm0998932",,nm1122859
tt0305392,Poppitz,Poppitz,2002,99,Comedy,nm0796361,"nm0246948,nm0796361",6.6,1266,"nm0246948,nm0927641,nm0637380,nm0466292,nm0233544","nm0126669,nm1199396,nm0389463,nm0082558,nm0726116","nm0470338,nm0830800"
tt0305499,Long Dark Night,Duga mracna noc,2004,200,"Drama,War",nm0904036,"nm4011517,nm0904036",6.7,1180,"nm0899681,nm0618768,nm0340005,nm0623127,nm0245344,nm1017991,nm0693156,nm0515149","nm0084423,nm0956529","nm1680500,nm0899681,nm0904036"
tt0305714,Kadhal Desam,Kadhal Desam,1996,158,"Comedy,Drama,Romance",nm0997190,nm0997190,6.8,649,"nm0898913,nm0007806,nm0004416,nm5800199,nm1232849,nm2296892,nm0883014","nm0007102,nm0820286",nm0475198
tt0305819,Meleparambil Aanveedu,Meleparambil Aanveedu,1993,160,"Comedy,Drama,Musical",nm0707364,"nm0657532,nm1248932",7.9,819,"nm0419688,nm0695266,nm0417314,nm0415549,nm1066795,nm0080246,nm0881292,nm1678662","nm1467390,nm0811794",nm1334458
tt0305952,Peda Rayudu,Peda Rayudu,1995,165,"Action,Drama",nm0684314,"nm1225010,nm0684314,nm0766162,nm2360829,nm2726547",7.4,684,"nm0595934,nm0595934,nm0707425,nm0103977,nm0149867,nm0045064,nm1686962","nm0815897,nm0080228,nm0836945,nm0419682",nm0595934
tt0305999,The Rage in Placid Lake,The Rage in Placid Lake,2003,89,Comedy,nm1110111,nm1110111,6.8,2982,"nm1107858,nm0567769,nm0831563,nm0358749,nm0573018,nm1379434,nm1753484","nm0126284,nm1219188,nm0001669",nm0532286
tt0306359,Transistor Love Story,Monrak Transistor,2001,120,"Comedy,Drama,Musical",nm0711579,"nm0711579,nm1225205",7.4,1054,"nm17590464,nm0681104,nm1115138,nm1364343,nm1364809,nm1363588,nm1371589,nm1394782","nm1115013,nm1364216","nm1040692,nm0632354"
tt0306434,Aankhen,Aankhen,2002,165,"Crime,Drama,Thriller",nm1150959,"nm1164191,nm0438089,nm1150959",7.4,14625,"nm0000821,nm0474774,nm0992000,nm0712546,nm0659156,nm0882892,nm0050187","nm0784047,nm0060607,nm0787447",nm1148497
tt0306597,Brother to Brother,Brother to Brother,2004,94,Drama,nm0263179,nm0263179,7.1,1307,"nm1107001,nm0733051,nm0122558,nm0413743,nm1114102,nm1794392,nm1835661,nm0100384","nm1363623,nm1313656","nm0263179,nm0570995,nm0730358,nm0774779"
tt0306741,Doraemon: Nobita and the Winged Braves,Doraemon: Nobita to tsubasa no yûsha tachi,2001,95,"Action,Adventure,Animation",nm1167622,"nm0297742,nm0457227",6.9,756,"nm0351338,nm0454049,nm0559567,nm0605662,nm0619077","nm0645219,nm0644947,nm0157385,nm2386824,nm0383724","nm3139998,nm2906903,nm3139836"
tt0306855,Style,Style,2001,157,"Comedy,Musical,Mystery",nm0151504,nm0151504,6.7,2376,"nm0430817,nm0430817,nm1115893,nm1115893,nm1568415,nm16857297,nm1384636,nm1189762","nm1116258,nm1789022,nm0221224,nm1028168",nm0151504
tt0306886,Gauri Ganesha,Gauri Ganesha,1991,148,"Comedy,Drama",nm1119412,"nm0539859,nm6916055,nm1119412",8.5,542,"nm0619047,nm1117706,nm1616483,nm1693209,nm7700878,nm1682769,nm1747686","nm1110573,nm0820314,nm0883302",nm12756605
tt0306909,Public Enemy,Gonggongui jeog,2002,138,"Action,Crime",nm0437652,"nm11278471,nm1027910,nm11278472,nm1282158,nm11278473",7.1,2456,"nm0812555,nm1018373,nm1120328,nm1120335,nm1117926,nm3775233,nm1790189,nm1790189,nm1790189,nm1790189,nm0340162,nm0340162,nm1000963,nm1000963",nm0945984,
tt0307034,Fat Choi Spirit,Lik goo lik goo san nin choi,2002,96,"Comedy,Romance","nm0864775,nm0906413","nm0906413,nm0946883,nm1104594",6.7,1378,"nm0490489,nm0490513,nm0465503,nm0911048,nm0526712,nm1884722,nm1295631","nm0504942,nm1012515,nm0939234","nm0864775,nm0906413"
tt0307109,The Lost Skeleton of Cadavra,The Lost Skeleton of Cadavra,2001,90,"Comedy,Horror,Sci-Fi",nm1117507,nm1117507,6.8,5284,"nm1117507,nm0397788,nm1146180,nm0662904,nm0222284,nm0715376","nm0557739,nm1120738,nm1146918",nm0884115
tt0307197,Murder on a Sunday Morning,Un coupable idéal,2001,111,"Crime,Documentary",nm0994355,\N,7.9,4721,,,nm1119350
tt0307213,Bad Guy,Nappeun namja,2001,100,"Drama,Romance",nm1104118,nm1104118,6.6,11078,"nm0128345,nm0453761,nm1117728,nm1855377,nm1224530","nm1053019,nm1861567,nm1233008",nm0498231
tt0307385,Rivers and Tides,Rivers and Tides,2001,90,Documentary,nm0726123,nm0726123,7.9,2545,,,nm0902193
tt0307538,Swing,Swing,2002,90,"Comedy,Drama,Music",nm0309697,nm0309697,7.2,1112,"nm1117787,nm1119594,nm1133092,nm1132039,nm0956569,nm1132461","nm1120472,nm0537291,nm1132829,nm1132685",
tt0307541,Takkari Donga,Takkari Donga,2002,165,"Action,Adventure,Comedy",nm0419680,"nm9967768,nm0766463",6.6,1773,"nm1121870,nm0222144,nm0080238,nm2368165,nm1127631,nm1244292,nm0315553,nm2184504","nm0712908,nm0060607",nm0419680
tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story","The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,"Adventure,Biography,Drama",nm0000425,nm0000425,6.7,1291,"nm0270625,nm0270625,nm0000855,nm0533599,nm0457832,nm0003244","nm0076888,nm0148982,nm0223518,nm0302105,nm0001323",nm0440413
tt0307681,I Not Stupid,Xiaohai bu ben,2002,105,"Comedy,Drama",nm0626090,nm0626090,7.2,1303,"nm0626090,nm0998976,nm1118415,nm0498241,nm1120162,nm1120101","nm1120062,nm0848894,nm1120624,nm1120013","nm1117705,nm0502970"
tt0307873,Raaz,Raaz,2002,151,"Drama,Horror,Musical",nm0080333,"nm0080315,nm0223475",6.6,4935,"nm0603352,nm0709359,nm0694986,nm1178147,nm0015289","nm0060607,nm1133218,nm0802173,nm0443699,nm1022346",nm0080319
tt0307901,25th Hour,25th Hour,2002,135,Drama,nm0000490,nm1125275,7.6,190115,"nm0001570,nm0001608,nm0000450,nm0004051,nm1288572,nm0653654,nm1296172,nm0926086","nm0206257,nm0001593","nm0153892,nm0453091,nm0000490,nm0001497"
tt0307913,Our Father,Abouna,2002,84,Drama,nm0757958,nm0757958,6.6,766,"nm1178926,nm1178110,nm1178950,nm1178750,nm1178638,nm1320602,nm1319441","nm1178577,nm1178698,nm1319440",nm1168672
tt0307920,What's Up with Cinta?,Ada Apa dengan Cinta?,2002,112,"Drama,Romance",nm1070336,"nm0504205,nm1127154,nm1266812,nm0729764,nm1221686",7.7,3549,"nm1127373,nm1234132,nm1233862,nm1231723,nm1235455","nm1099909,nm1125529,nm1126338,nm1138642,nm1127163","nm0504205,nm0729764"
tt0307987,Bad Santa,Bad Santa,2003,92,"Comedy,Crime,Drama",nm0959062,"nm0275629,nm0720135",7.0,163661,"nm0000671,nm0005170,nm0000615,nm0185272,nm0962260,nm0619651,nm1491135","nm0334179,nm0866300,nm0779514","nm2583828,nm0131625,nm0918424"
tt0308055,Bobby,Bobby,2006,117,"Biography,Drama,History",nm0000389,nm0000389,7.0,43731,"nm0000164,nm0000896,nm0134244,nm0000389,nm0000401,nm1310016","nm0000193,nm0000232,nm0117146,nm0001287","nm1733108,nm1490949,nm0927561"
tt0308280,Friends,Friends,2001,167,"Action,Comedy,Drama",nm0796504,\N,7.9,5911,"nm0897201,nm1421814,nm0437781,nm0883014,nm1706602,nm1417060,nm1099597","nm0222266,nm5131483,nm6227718",nm8092250
tt0308363,Waiting for Happiness,Heremakono,2002,90,"Drama,Music",nm0803066,nm0803066,6.6,1148,"nm1166798,nm1166799,nm1166117,nm1164040,nm0501826,nm3940845,nm3952093,nm3952061","nm1166404,nm1164222","nm1162949,nm0747379"
tt0308379,Dark Water,Honogurai mizu no soko kara,2002,101,"Drama,Horror,Mystery",nm0620378,"nm0840626,nm1327703,nm0840613,nm0406772,nm0620378",6.7,36985,"nm0463201,nm0865806,nm1288982,nm0644678","nm0475878,nm1287602,nm1290029,nm0594655,nm1927097,nm0989392","nm0406772,nm1482825"
tt0308476,The Cuckoo,Kukushka,2002,99,"Comedy,Drama,War",nm0737400,nm0737400,7.7,8194,"nm0351868,nm0125732,nm0125732,nm1233064,nm1235282,nm3582719,nm1540702,nm3582261,nm1536807,nm3582401",nm1126326,nm0783652
tt0308508,Step Into Liquid,Step Into Liquid,2003,88,"Documentary,Sport",nm1440144,nm1440144,7.4,2835,"nm0041875,nm1440144",,nm0066376
tt0308514,Lost in La Mancha,Lost in La Mancha,2002,89,Documentary,"nm0298488,nm0672492","nm0298488,nm0672492",7.3,12233,nm0000313,,nm0201819
tt0308644,Finding Neverland,Finding Neverland,2004,106,"Biography,Drama,Family",nm0286975,"nm0460632,nm1341735",7.6,216218,"nm0000136,nm0000163,nm0383603,nm0698789,nm1133783,nm1324324,nm0001324","nm0000701,nm0001046,nm0593664","nm0068935,nm0321621"
tt0308671,Tycoon: A New Russian,Oligarkh,2002,123,"Crime,Drama",nm0526732,"nm1125772,nm0097180,nm0526732",6.7,2149,"nm0556343,nm0469908,nm0653654,nm0890790,nm0951121,nm1127359,nm0051282,nm0348856","nm0592499,nm0464475","nm0244663,nm1220834,nm0783652,nm2194958"
tt0308772,Pure,Pure,2002,96,Drama,nm0533564,nm1131480,6.8,2878,"nm1002662,nm1019803,nm0920992,nm0304092,nm1254551,nm0698351,nm0916037","nm0662504,nm0461136,nm0859720",nm1131413
tt0308808,Revolution OS,Revolution OS,2001,85,"Comedy,Documentary",nm1126861,nm1126861,7.2,2694,,,nm1126861
tt0308878,The Shape of Things,The Shape of Things,2003,96,"Comedy,Drama,Romance",nm0001438,nm0001438,6.6,12131,"nm0748620,nm0919867","nm0001838,nm0001543","nm0001438,nm0513797,nm0616153,nm0828130"
tt0309047,War,Voyna,2002,120,"Action,Drama,War",nm0049326,nm0049326,7.5,5940,"nm1128120,nm0446432,nm0091074,nm1126492,nm1007154,nm0331724,nm8395012,nm0826784,nm0563964",nm0200848,nm0783652
tt0309061,War Photographer,War Photographer,2001,96,"Documentary,War",nm0293726,\N,7.9,4403,"nm1126901,nm1266208,nm1433825,nm0642137,nm0642137",nm1393205,nm0293726
tt0309150,DreamKeeper,DreamKeeper,2003,174,"Drama,Fantasy",nm0006625,nm0299301,7.5,1852,"nm0770763,nm0817353,nm0001200,nm0874067,nm1119726,nm0340729,nm0396643","nm1372441,nm1372441,nm0723339,nm0001987","nm0002375,nm0640438"
tt0309291,Blue Spring,Aoi haru,2001,83,Drama,nm0870313,"nm1137219,nm0870313",7.2,4932,"nm0559430,nm1078422,nm0847358,nm1218763,nm0945742,nm1099171,nm0875356,nm1216345,nm14963258",nm1971116,nm0594499
tt0309565,Low Heights,Ertefa-e Past,2002,110,"Action,Adventure,Thriller",nm0368690,"nm1410815,nm0368690",7.2,4029,"nm0267946,nm3132725,nm2742003,nm3131645,nm2459341,nm4047812,nm3441430,nm4429791","nm0368689,nm0451574",nm0595866
tt0309614,Freedom Downtime,Freedom Downtime,2001,121,"Adventure,Documentary",nm0179969,\N,7.4,954,,,nm0179969
tt0309698,Identity,Identity,2003,90,"Mystery,Thriller",nm0003506,nm0177769,7.3,287209,"nm0000131,nm0000501,nm0370035,nm0000547,nm0001525,nm0005406,nm0000998,nm0898546","nm0001605,nm0245112",nm0465298
tt0309720,Islam: Empire of Faith,Islam: Empire of Faith,2000,160,"Documentary,History",nm0307089,nm1081337,7.8,782,nm0001426,,nm0307089
tt0309725,Yes Nurse! No Nurse!,"Ja zuster, nee zuster",2002,100,"Comedy,Musical",nm0469639,"nm0052385,nm0396916,nm0469639,nm0772824",6.8,1671,"nm0867949,nm0116373,nm1139314,nm0182087,nm0465526,nm0498794,nm0483421,nm0969047","nm0524011,nm0714921","nm0097674,nm0740226,nm1138511"
tt0309820,Luther,Luther,2003,123,"Biography,Drama,History",nm0863254,"nm0859742,nm1268543",6.6,16569,"nm0001212,nm0004486,nm0001811,nm0000547,nm0278746,nm0643805,nm0140649,nm0755518,nm0395476",nm0184967,"nm0734125,nm1451383,nm0858063"
tt0309912,Nicholas Nickleby,Nicholas Nickleby,2002,132,"Adventure,Drama,Romance",nm0569790,"nm0002042,nm0569790",7.1,14758,"nm0402271,nm0068260,nm0001626,nm0000980,nm0369854,nm1296255,nm1087234","nm0327291,nm0737133,nm1294552","nm0151925,nm0366363,nm1104170"
tt0309987,The Dreamers,The Dreamers,2003,115,"Drama,Romance",nm0000934,nm0010434,7.1,140307,"nm0685856,nm0308039,nm0719914,nm0435726,nm0529543,nm1548395,nm1571641,nm0580985","nm1200692,nm0151250",nm0859016
tt0309992,Paz!,Paz!,2002,102,Comedy,nm0210101,"nm1459788,nm0182891,nm0210101,nm1154102",6.6,1127,"nm0685557,nm0130402,nm1142860,nm0763216,nm1142055,nm1140948,nm1094974,nm1143492,nm0563685",nm0755009,"nm0505465,nm0505497"
tt0310001,Stones,Piedras,2002,135,Drama,nm0757749,nm0757749,6.9,1660,"nm0017232,nm0513394,nm0211819","nm0760665,nm0632385,nm0679251,nm0596807,nm1014577,nm0240318,nm0142786",nm0708620
tt0310154,In This World,In This World,2002,88,Drama,nm0935863,nm0342617,7.3,4520,"nm1277721,nm1275494,nm1275952,nm1363698,nm1363756,nm1364854,nm1364349,nm1364679,nm1364895",nm1276937,"nm0247787,nm0653878"
tt0310203,Ruby & Quentin,Tais-toi!,2003,85,"Comedy,Crime",nm0891554,"nm0891554,nm0296829",7.1,32130,"nm0000367,nm0000606,nm0006939,nm0244707,nm0540354,nm0634158,nm0303909,nm0714534,nm0608295,nm0390458",,nm0069963
tt0310281,A Mighty Wind,A Mighty Wind,2003,91,"Comedy,Music",nm0001302,"nm0001302,nm0506405",7.2,30676,"nm0001302,nm0506405,nm0571106,nm0733427,nm0604272,nm1348110,nm0067506,nm0059724,nm1347481",nm0343444,nm0614420
tt0310775,Sympathy for Mr. Vengeance,Boksuneun naui geot,2002,129,"Crime,Drama,Thriller",nm0661791,"nm1155681,nm1136985,nm0497929,nm0661791,nm5371819",7.5,79817,"nm0814280,nm0793784,nm1139514,nm1029669,nm1139070,nm0753486","nm0046277,nm0510546,nm1136390,nm2606345","nm1137048,nm5371819"
tt0310778,Bon Voyage,Bon voyage,2003,114,"Comedy,Drama,Mystery",nm0710919,"nm0710919,nm0595272,nm0867374,nm0545382,nm1272853",6.7,5304,"nm0000367,nm0246362,nm0040939,nm0001075,nm0825279,nm0208756","nm0000254,nm0001461,nm0167467,nm0778568","nm0702466,nm0702467"
tt0310793,Bowling for Columbine,Bowling for Columbine,2002,120,"Crime,Documentary,Drama",nm0601619,nm0601619,8.0,151730,,,"nm1061848,nm0194365,nm0233035,nm0323359"
tt0310910,Confidence,Confidence,2003,97,"Crime,Thriller",nm0001226,nm1136647,6.6,36170,"nm0122653,nm0000163,nm0000412,nm0004820,nm0650702,nm0518385,nm0316079,nm0887144,nm0006610",nm0001838,"nm0122800,nm0124652,nm0645164,nm0664513"
tt0310951,"Ram Dass, Fierce Grace","Ram Dass, Fierce Grace",2001,93,Documentary,nm0501387,\N,7.5,502,,nm11019337,nm0501387
tt0311041,Waiting Alone,Du zi deng dai,2004,107,"Comedy,Drama,Romance",nm0003419,nm0003419,7.3,1261,"nm0944464,nm1454483,nm0943070,nm1492770,nm1494488,nm0003419","nm0508356,nm0327299,nm1493405,nm1732621",nm0003419
tt0311072,En la ciudad sin límites,En la ciudad sin límites,2002,125,Drama,nm0379872,"nm0379872,nm0105502",7.1,2150,"nm0768614,nm0273178,nm0959575,nm0142964,nm0017366","nm0001036,nm0273383,nm0654841,nm0117580,nm0261477","nm0634473,nm0767020,nm0892289"
tt0311113,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,2003,138,"Action,Adventure,Drama",nm0001837,"nm1140640,nm0001837,nm0171722",7.5,251630,"nm0000128,nm0079273,nm0101710,nm0195439,nm0940105,nm0488271,nm1263986,nm1470232,nm1263131,nm0408846",,"nm0326412,nm0376416,nm0001837"
tt0311289,Holes,Holes,2003,117,"Adventure,Comedy,Drama",nm0001112,nm1144337,7.0,107822,"nm0479471,nm0000685,nm0625789,nm1169490,nm1366311,nm1168875,nm0420180,nm1008574,nm1045739",nm0000244,"nm0087513,nm0001112,nm0005219,nm0876051"
tt0311320,Blind Spot. Hitler's Secretary,Im toten Winkel - Hitlers Sekretärin,2002,90,"Biography,Documentary,War","nm0375267,nm0772761","nm0375267,nm0772761",7.3,1892,,,"nm0470338,nm0830800"
tt0311519,The Man Without a Past,Mies vailla menneisyyttä,2002,97,"Comedy,Drama,Romance",nm0442454,nm0442454,7.6,28419,"nm0671326,nm0631112,nm0475411,nm0631741","nm0653669,nm0879365,nm0657090,nm0766674,nm0758825,nm0617394",nm0442454
tt0311594,Nuvvu Naaku Nachchav,Nuvvu Naaku Nachchav,2001,184,"Comedy,Romance",nm0080278,"nm1894520,nm0080278",8.8,6382,"nm0893142,nm0025654,nm0045064,nm4442569,nm0080238,nm0103977,nm0149837,nm0151526","nm1140669,nm0007124",nm1038384
tt0311648,Pieces of April,Pieces of April,2003,80,"Comedy,Drama",nm0373282,nm0373282,7.0,22984,"nm0001624,nm1035682,nm0302330,nm0046518,nm0926086","nm0005017,nm0165101,nm0683467,nm0238541,nm0925132","nm0018936,nm0529092,nm0935095"
tt0311913,Chinese Odyssey 2002,Tian xia wu shuang,2002,97,"Comedy,Romance",nm0311508,nm0311508,7.0,2745,"nm0504897,nm0151654,nm0156558,nm0482963,nm0150887,nm0151005","nm0910947,nm0955505,nm0160803,nm0659029",nm0939182
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,2005,85,"Adventure,Animation,Comedy","nm0101508,nm0661910","nm0101508,nm0661910,nm0123666,nm0048276",7.5,155810,"nm0758608,nm0758608,nm0000146,nm0443153,nm0809448,nm0861027,nm0309693,nm1081121","nm0000307,nm0809131,nm0568603","nm0421127,nm0520485,nm0661910,nm0791185"
tt0312281,Tattoo: A Love Story,"Tattoo, a Love Story",2002,94,"Comedy,Drama,Romance",nm1147108,"nm1147108,nm1147466",6.7,513,"nm1145882,nm0120966,nm0718153,nm1145819,nm1146660,nm1146700,nm1146524","nm0250214,nm1145042,nm1146914","nm1146660,nm1100924"
tt0312549,Veronica Guerin,Veronica Guerin,2003,98,"Biography,Crime,Drama",nm0001708,"nm0236305,nm0232858",6.8,22875,"nm0268199,nm0001354,nm0574561,nm0943614,nm0055503,nm1412690,nm0074638","nm0000949,nm0002084,nm0103169",nm0000988
tt0312773,The Man of the Year,O Homem do Ano,2003,105,"Action,Crime,Drama",nm0284677,"nm0284707,nm0578266",7.1,3263,"nm0073162,nm0608259,nm0328562,nm0708698,nm0246824,nm1024333,nm0352640,nm0722802","nm0009334,nm0481185","nm0284677,nm0207268,nm0848542"
tt0312841,The Way Home,Jibeuro,2002,80,Drama,nm1011539,nm1011539,7.7,6222,"nm1235558,nm1234959","nm1233004,nm1232160,nm0590856","nm1234888,nm1234889"
tt0312848,Journeys with George,Journeys with George,2002,79,Documentary,"nm1150439,nm0523815",nm1150439,6.8,735,,,nm1150439
tt0312859,Kannathil Muthamittal,Kannathil Muthamittal,2002,136,"Action,Drama,Musical",nm0711745,"nm15593359,nm0711745,nm0837675",8.3,10617,"nm0534856,nm1426682,nm0695177,nm1367730,nm1423923,nm1425189,nm1563842","nm1149405,nm0801264,nm0201903","nm0711745,nm1131063"
tt0312886,July Rhapsody,Nam yan sei sap,2002,103,Drama,nm0401176,nm0387306,7.1,1252,"nm0156484,nm0467601,nm15608935,nm2226995,nm6966885,nm2705291,nm0863839","nm0611315,nm1157324,nm4555837","nm0401176,nm0232504"
tt0312932,"You Shoot, I Shoot",Maai hung paak yan,2001,94,"Action,Comedy,Crime",nm1001051,"nm1001051,nm0463674",7.4,1798,"nm0467601,nm0156579,nm0151155,nm0080456,nm0150887,nm0155577,nm1167890,nm1167890","nm0383674,nm0155581,nm0156457","nm0159494,nm1001051,nm0463674"
tt0313196,The Crime of Padre Amaro,El crimen del padre Amaro,2002,118,"Drama,Romance",nm0140196,"nm0508200,nm0211055",6.7,14899,"nm0305558,nm0333466,nm0350884,nm0578247,nm1177170,nm0017343,nm0608358","nm0847799,nm0032793,nm0400111","nm0083639,nm0728147"
tt0313542,Runaway Jury,Runaway Jury,2003,127,"Crime,Drama,Thriller",nm0001219,"nm0001300,nm0002718,nm0505522,nm0166498,nm0152466",7.1,119170,"nm0000131,nm0000432,nm0000163,nm0001117,nm0569226,nm0005315,nm0780678,nm0027454,nm0193295",nm0001838,"nm0001219,nm0542530,nm0586969"
tt0313550,On the Occasion of Remembering the Turning Gate,Saenghwalui balgyeon,2002,115,"Drama,Romance",nm0393254,nm0393254,7.3,1587,"nm2922803,nm1235290,nm3882173,nm1045777,nm14191368,nm1235292","nm0160876,nm0160876,nm1050757,nm1050757,nm5013381,nm3743703",nm0360218
tt0313670,Sweet Sixteen,Sweet Sixteen,2002,106,"Crime,Drama",nm0516360,nm0491956,7.4,16324,"nm1161994,nm1162048,nm0566440,nm1162043,nm1272511,nm1273848,nm0564949","nm1162051,nm1161997,nm1178099",nm0639780
tt0313844,16 December,16 December,2002,158,"Action,Thriller",nm1200832,nm1200832,6.9,1442,"nm0813763,nm0813763,nm0219939,nm0004109,nm0839820,nm1302928,nm12575151,nm12575152,nm15660741","nm1199153,nm1232546","nm2100193,nm15660742,nm1302072"
tt0314004,Dui Duari,Dui Duari,2000,136,"Drama,Mystery",nm0014152,nm0014152,7.8,1040,"nm1156207,nm2609492,nm1976341,nm8304152,nm2062470,nm1113670","nm1156377,nm3772235,nm2069800,nm6798541",nm0014152
tt0314009,Durval Records,Durval Discos,2002,96,"Comedy,Drama,Music",nm1155957,nm1155957,7.1,1424,"nm0291920,nm0009494,nm1156708,nm1290881","nm0292123,nm1155311,nm0651001,nm0754542,nm0498097,nm0094133",nm0798621
tt0314062,Fellini: I'm a Born Liar,Fellini: Je suis un grand menteur,2002,105,"Biography,Documentary",nm1166973,"nm1166973,nm0301542",7.0,1017,,,
tt0314067,Philanthropy,Filantropica,2002,110,"Comedy,Drama",nm0135952,nm0135952,8.4,14492,"nm0224441,nm0227708,nm0282645,nm0952624,nm2474043,nm0236668","nm1155994,nm1156680,nm0315826","nm0173684,nm0166436,nm0166439"
tt0314111,Godzilla Against Mechagodzilla,Gojira × Mekagojira,2002,88,"Action,Sci-Fi,Thriller","nm0856803,nm0648457",nm0590840,6.6,6121,"nm0847734,nm0847404,nm1210945,nm1217319,nm0620325,nm0620002,nm1216868","nm1139614,nm1219141,nm0594682",nm0866755
tt0314331,Love Actually,Love Actually,2003,135,"Comedy,Drama,Romance",nm0193485,nm0193485,7.5,565996,"nm0000424,nm0000553,nm0631490,nm0279524,nm1141990,nm0000147","nm0567356,nm0001473,nm0347149,nm0000668","nm0079677,nm0271479,nm0448953"
