tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt0314353,Tears of the Sun,Tears of the Sun,2003,121,"Action,Drama,Thriller",nm0298807,"nm0489620,nm0162752",6.6,136327,"nm0000246,nm0369513,nm0907708,nm0582257,nm0157915,nm1201327,nm0290280,nm1222836,nm0000643",nm0000899,"nm0117290,nm0516465,nm0726476"
tt0314412,My Life Without Me,My Life Without Me,2003,106,"Drama,Romance",nm0170043,"nm0170043,nm1563090",7.4,26453,"nm0005454,nm0749263,nm0724995","nm0001631,nm0914455,nm0001625,nm0001323,nm0210218,nm1257544,nm1057077","nm0306088,nm0572755"
tt0314693,Soldiers of Salamina,Soldados de Salamina,2003,119,Drama,nm0874093,"nm1333440,nm0874093",6.7,1799,"nm1155179,nm0198155,nm0526019,nm0274458,nm0191093,nm1258766,nm0991890,nm1293644","nm0317725,nm0098710","nm0351006,nm0400152"
tt0314725,Standing in the Shadows of Motown,Standing in the Shadows of Motown,2002,108,"Documentary,Music",nm0433225,"nm1175266,nm0788110,nm1157820",7.8,3978,,,"nm0433225,nm1156080,nm1157820"
tt0314806,Tupac Shakur: Thug Angel,Tupac Shakur: Thug Angel,2002,92,"Biography,Documentary,Music",nm0819033,"nm1164472,nm0819033,nm0933262",7.7,1134,,nm2654863,"nm0005061,nm0733159,nm0819033,nm1167816"
tt0315232,Facing the Truth,At kende sandheden,2002,98,Drama,nm0540295,"nm0540295,nm1171461",7.4,813,"nm6394635,nm6394636,nm0016850,nm1197290,nm0039575,nm1194752","nm0160140,nm1195794,nm1196210,nm1197674",nm0374386
tt0315327,Bruce Almighty,Bruce Almighty,2003,101,"Comedy,Fantasy",nm0001723,"nm0466175,nm0641479,nm0644203",6.8,462308,"nm0000120,nm0000151,nm0001311,nm0136797,nm0420646,nm0766403","nm0000098,nm0004738,nm0910076,nm0004887","nm0098233,nm0115384,nm0000120,nm0466175"
tt0315543,Open Hearts,Elsker dig for evigt,2002,113,"Drama,Romance",nm0081540,"nm0081540,nm0421314",7.5,11519,"nm0509263,nm0586568,nm0647757,nm0683397,nm1126623,nm1244053","nm1003081,nm0824785,nm0084826,nm0627023","nm0292904,nm0934668"
tt0315642,Wazir,Wazir,2016,103,"Action,Crime,Drama",nm2349060,"nm0006765,nm0430785,nm2349060,nm5241801,nm1249226,nm3871075,nm7430071",7.1,20688,"nm0000821,nm1027719,nm1303433,nm1964139,nm1778703,nm2776317,nm1388463,nm1302330,nm1177893",nm2390814,"nm0006765,nm9988971"
tt0315733,21 Grams,21 Grams,2003,124,"Crime,Drama,Thriller",nm0327944,nm0037247,7.6,251869,"nm0000576,nm0001125,nm0396812,nm1737477,nm0748270,nm0550371","nm0915208,nm1491202,nm1491205,nm0001250","nm0327944,nm0007011"
tt0315850,El bonaerense,El bonaerense,2002,105,"Crime,Drama",nm0871086,"nm1178554,nm1179072,nm1179218,nm0871086,nm0884439",6.8,2305,"nm0739810,nm0506377,nm1161981,nm1161992,nm0692778,nm1162034,nm1244060,nm2163903","nm0034147,nm0158180",
tt0315870,GTO: The Movie,GTO,1999,108,"Comedy,Drama",nm1039140,"nm1158993,nm1215681",6.6,1223,"nm0815043,nm1244973,nm0411788,nm1040533,nm1055827,nm1031237,nm1031237","nm0297880,nm0849049,nm1439056,nm3856645",nm0634547
tt0315930,Marriage is a Crazy Thing,Gyeolhoneun michinjishida,2002,103,"Drama,Romance",nm1168564,nm1168564,6.9,1325,"nm1165487,nm1059154,nm2580458,nm2618311","nm1105090,nm1494129,nm1183322,nm1456944,nm2570098,nm1768137","nm0149223,nm1168568"
tt0315957,In Nowhere Land,Hiçbiryerde,2002,90,Drama,nm0685333,nm0685333,6.6,760,"nm0579159,nm1168711,nm0765179,nm0059941,nm1193604,nm0880737,nm1077867","nm0646041,nm0645552,nm0162399","nm0960222,nm0752324,nm0951020"
tt0315983,House of Sand and Fog,House of Sand and Fog,2003,126,"Crime,Drama",nm1166926,"nm1164318,nm1166926,nm1171067",7.5,75217,"nm0001426,nm0253035,nm1332975,nm0326988,nm0416164","nm0000124,nm0004920,nm0225332,nm0013037,nm0712550","nm0518757,nm1166926"
tt0316078,Kadhalukku Mariyadhai,Kadhalukku Mariyadhai,1997,165,"Drama,Romance",nm0269778,"nm0269778,nm7123196",8.2,5508,"nm0897201,nm1706602,nm1750758,nm0542478,nm0435336,nm1099597","nm0787748,nm0595914,nm0433884,nm3674752","nm3905156,nm1351624"
tt0316188,Raising Victor Vargas,Raising Victor Vargas,2002,88,"Drama,Romance",nm0813164,"nm0813164,nm0900284",7.2,5912,"nm0711559,nm1187044,nm5858631,nm1345061,nm1348190","nm0539208,nm1187350,nm0551441,nm0246686,nm1346828","nm0478717,nm0531337,nm0641327,nm0813164"
tt0316356,Open Range,Open Range,2003,139,"Action,Drama,Romance",nm0000126,"nm0656842,nm0998086",7.4,82629,"nm0000126,nm0000380,nm0526019,nm0072344,nm0002091,nm0005052,nm0751638,nm0567506,nm0167649",nm0000906,"nm0000126,nm0248180,nm0883603"
tt0316396,Peter Pan,Peter Pan,2003,113,"Adventure,Family,Fantasy",nm0389591,"nm0057381,nm0389591,nm0325533",6.8,83942,"nm0838911,nm0005042,nm0005042,nm0001972,nm0658244,nm1258030,nm1258207","nm0931404,nm0001655,nm1248393,nm0756203","nm0279651,nm0566590,nm0926824"
tt0316463,Québec-Montréal,Québec-Montréal,2002,104,"Comedy,Romance",nm1168135,"nm1203798,nm1167277,nm1168135",7.2,1969,"nm1167277,nm1203798,nm0107900,nm1213420,nm1213364,nm0176263,nm0045155,nm0332259","nm0086396,nm0495920",nm0730694
tt0316465,Radio,Radio,2003,109,"Biography,Drama,Sport",nm0866132,"nm0723692,nm8460644",6.9,46539,"nm0000421,nm0000438,nm0786641,nm0611889,nm0809720,nm0106755","nm0000700,nm0580924,nm0005569,nm0237711","nm0301382,nm0005367,nm0866132"
tt0316599,Graveyard of Honor,Shin jingi no hakaba,2002,131,"Action,Crime,Thriller",nm0586281,"nm0297824,nm1191231",6.9,2472,"nm0457240,nm1107026,nm0960007,nm0945631,nm1158729,nm0559421,nm1159821,nm1497676,nm3391008",nm0034841,"nm0535346,nm1168553"
tt0316654,Spider-Man 2,Spider-Man 2,2004,127,"Action,Adventure,Sci-Fi",nm0000600,"nm0498278,nm0228492,nm0332184,nm0587692,nm0149290,nm0765091",7.5,767813,"nm0001497,nm0001497,nm0000547,nm0000547,nm0290556,nm0799777,nm0319171,nm0048414,nm0638056","nm0000379,nm0365281,nm0614220","nm0032696,nm0957205"
tt0316829,The Sea Is Watching,Umi wa miteita,2002,119,"Drama,Romance",nm0474743,"nm0474743,nm0000041,nm0945491",7.0,1666,"nm0619185,nm0949069,nm1178673,nm0457575,nm0441979","nm0793679,nm0867392,nm0875406,nm0442772,nm0633997","nm1259600,nm1257399,nm1257764,nm0594336"
tt0317171,Blissfully Yours,Sud sanaeha,2002,125,"Drama,Romance",nm0917405,nm0917405,6.9,2820,"nm1178976,nm1178976,nm1237375,nm1237375,nm1238653,nm1238653,nm1239024","nm1179314,nm1179314,nm1178649,nm1178649","nm1178062,nm0575263"
tt0317219,Cars,Cars,2006,116,"Adventure,Animation,Comedy","nm0005124,nm0710020","nm0005124,nm0710020,nm0460146,nm1557594,nm1195697,nm1198436",7.3,520211,"nm0005562,nm0000056,nm1249256,nm0001507,nm0001724,nm0702925,nm0233209,nm0909274","nm0001372,nm0507338",nm0026565
tt0317226,Marooned in Iraq,Gomgashtei dar Aragh,2002,100,"Drama,War",nm0315842,nm0315842,7.4,1700,"nm1287137,nm1288005,nm1288336,nm1708233,nm1289184,nm1708354,nm1708396","nm1708847,nm1247823,nm1516116",nm0315842
tt0317234,Painted Fire,Chihwaseon,2002,120,"Biography,Drama,History",nm0407990,"nm0453743,nm0407990,nm1195610",7.1,2903,"nm0158856,nm0014227,nm4305476,nm13914396,nm9358351","nm1162053,nm0453735,nm1162030,nm1517134",nm0498330
tt0317248,City of God,Cidade de Deus,2002,130,"Crime,Drama","nm0576987,nm0526199","nm1130251,nm0513130",8.6,857997,"nm1179105,nm1129884,nm0618690,nm1249574,nm1179683,nm1178560,nm1179580,nm1403603,nm1248280",nm0103797,"nm0053070,nm0708723"
tt0317648,Hidalgo,Hidalgo,2004,136,"Action,Adventure,Biography",nm0002653,nm0299301,6.7,88073,"nm0001557,nm0001725,nm0846548,nm0141324,nm0623319,nm0799777,nm0549538","nm0733196,nm0518321,nm0018956",nm0798661
tt0317705,The Incredibles,The Incredibles,2004,115,"Action,Adventure,Animation",nm0083348,nm0083348,8.0,881509,"nm0005266,nm0005266,nm0000168,nm0000168,nm0005134,nm0005134,nm0521861,nm0628599,nm1747568,nm0001728","nm0000456,nm0000456,nm0801548,nm1751233",nm0907869
tt0317740,The Italian Job,The Italian Job,2003,111,"Action,Crime,Thriller",nm0336620,"nm0448392,nm0694526,nm0694638",7.0,403397,"nm0000661,nm0000242,nm0001570,nm0005458,nm0001293,nm0080049,nm1227095,nm1386825,nm1386825,nm1387252,nm1387252",nm0000234,nm0209773
tt0317743,The Confession,Itiraf,2001,100,Drama,nm0218547,nm0218547,6.9,4760,"nm0083777,nm1163031,nm0218547,nm7027050,nm2410770,nm1164428","nm0477836,nm1172026,nm1098026,nm7027052",nm0218547
tt0317794,Unruled Paper,Kaghaz-e bikhat,2002,110,"Drama,Mystery",nm0846550,"nm0268584,nm0846550",6.7,1234,"nm0787676,nm0556305,nm4423044,nm9974400,nm0594970","nm0998142,nm0451605,nm0790869,nm0008769,nm12151892",nm1823501
tt0317842,Broken Wings,Knafayim Shvurot,2002,87,Drama,nm0074844,nm0074844,7.4,2595,"nm1263471,nm1264513,nm0295393,nm1273817","nm0797897,nm0563038,nm1263764,nm0412404,nm0052736,nm1591300",nm0024946
tt0317887,Madame Satã,Madame Satã,2002,105,"Biography,Crime,Drama",nm0014694,"nm0014694,nm1103123,nm0532509,nm0951592",7.0,3362,"nm0708698,nm0708698,nm1175014,nm1159680,nm0703138,nm0087795,nm0686079,nm0884929","nm0141418,nm0815154,nm1278457","nm0064334,nm0225938,nm0544947,nm0708723"
tt0317910,The Fog of War,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,107,"Biography,Documentary,History",nm0001554,\N,8.0,25958,"nm0001554,nm0001554",,"nm0013968,nm0001554,nm0931308"
tt0317919,Mission: Impossible III,Mission: Impossible III,2006,126,"Action,Adventure,Thriller",nm0009190,"nm0476064,nm0649460,nm0009190,nm0312367",6.9,419371,"nm0000129,nm0000609,nm0000450,nm0001082,nm0001667,nm0670408,nm0550371","nm1157358,nm0005392,nm0702572","nm0000129,nm0906048"
tt0317965,My Mother's Smile,L'ora di religione (Il sorriso di mia madre),2002,105,Drama,nm0069166,nm0069166,7.0,2105,"nm0144812,nm0016642,nm1162045,nm0408238,nm0771321,nm0231888,nm0686373,nm1013234","nm0527333,nm0176327","nm0069166,nm1233855"
tt0318025,Unknown Pleasures,Ren xiao yao,2002,112,"Comedy,Drama",nm0422605,nm0422605,6.8,2794,"nm1234999,nm1235551,nm1235001,nm0910912,nm1307523,nm1307104","nm0955504,nm1304089,nm1307105,nm1307120","nm0406774,nm0508447"
tt0318034,Russian Ark,Russkiy kovcheg,2002,99,"Drama,Fantasy,History",nm0812546,"nm1178696,nm1162019,nm0698757,nm0812546",7.2,22716,"nm0233107,nm0610593,nm0320428,nm1162039,nm0834230",nm0974692,"nm1161995,nm0582797,nm1162031"
tt0318202,To Be and to Have,Être et avoir,2002,104,"Documentary,Family",nm0679928,\N,7.8,8697,"nm1214542,nm1308860,nm1308889,nm1864266,nm1312025,nm2028351,nm1310320","nm1311833,nm1308994,nm1309001",nm0762201
tt0318292,Amar te duele,Amar te duele,2002,104,"Drama,Romance",nm0765250,nm0729202,6.7,4505,"nm0671526,nm4388208,nm0198852,nm1665135","nm1172285,nm0765251,nm1382748,nm0076094,nm1286881,nm1273979","nm0327900,nm0765250"
tt0318374,The Cooler,The Cooler,2003,101,"Drama,Romance",nm0469694,"nm1172243,nm0469694",6.9,36885,"nm0000513,nm0000285,nm0004999,nm0515296,nm0000649,nm0621597,nm0004909,nm0301370","nm0004742,nm0005535","nm0299120,nm1278274"
tt0318411,The Magdalene Sisters,The Magdalene Sisters,2002,114,Drama,nm0611932,nm0611932,7.7,29768,,"nm0909626,nm0240524,nm0240524,nm1172901,nm0240359,nm0568603,nm0615165,nm0807541,nm1239775,nm1142088,nm0533968",nm0383669
tt0318462,The Motorcycle Diaries,Diarios de motocicleta,2004,126,"Adventure,Biography,Drama",nm0758574,"nm0346466,nm1424928,nm1433580",7.7,108093,"nm0305558,nm0209404,nm0634120,nm0650364,nm1840222,nm0246475","nm0535502,nm0608187,nm0322741,nm0078229","nm0637602,nm0854923,nm0855027"
tt0318523,Red Bear,Un oso rojo,2002,95,"Crime,Drama,Thriller",nm0128382,"nm0128382,nm1159525,nm1187869",7.2,2649,"nm0154509,nm0532721,nm0513544,nm1943536,nm0884439,nm1160911,nm0898215,nm1595377","nm0897845,nm1185452",nm0822711
tt0318590,Cazuza: Time Doesn't Stop,Cazuza: O Tempo Não Pára,2004,98,"Biography,Drama,Music","nm0142504,nm0921348","nm1656237,nm0093799,nm0623057",6.9,4612,"nm0210655,nm0267403,nm0210267,nm0299594,nm0328562,nm1596219,nm0044229","nm0786369,nm0069683,nm0495075",nm0276899
tt0318605,Rajavin Parvaiyile,Raajavin Paarvayile,1995,135,"Drama,Romance",nm9425769,nm9425769,7.0,1183,"nm0352031,nm0417301,nm0015001,nm8885690,nm11183497,nm1166534,nm3833752","nm0408548,nm2937208,nm2380460",nm11183498
tt0318696,Singaaravelan,Singaaravelan,1992,151,Comedy,nm1172535,"nm1180694,nm1172535",7.2,734,"nm0352032,nm1129966,nm1126254,nm1706602,nm0543508,nm1166534,nm6886207,nm1559782","nm1001243,nm7390393",
tt0318725,Fear and Trembling,Stupeur et tremblements,2003,107,"Comedy,Drama",nm0006734,"nm0636569,nm0006734",7.0,5008,"nm0840486,nm1310349,nm1310424,nm0297842,nm1186254","nm0856500,nm0875307,nm1310045,nm1312524",nm0764963
tt0318742,Ten Minutes Older: The Cello,Ten Minutes Older: The Cello,2002,146,"Drama,Music,Musical","nm0000934,nm0219136,nm0001214,nm0000419,nm0579954,nm0705535,nm0772522,nm0843640","nm0000934,nm0001214,nm0219136,nm0296861,nm0579954,nm0594746,nm0705535,nm0843640,nm1240835",6.6,1923,"nm1240829,nm0519091,nm1568952,nm1568749,nm1568751","nm0116254,nm1569046,nm1493547,nm1100304","nm0117722,nm0181312,nm0271570,nm0276555"
tt0318819,WXIII: Patlabor,WXIII: Patlabor the Movie 3,2001,102,"Action,Animation,Crime","nm1257058,nm0847432","nm0411872,nm0412808,nm0651900,nm0847014,nm0951301,nm1466434",6.6,1520,"nm1307020,nm0386286,nm0959972,nm0299192,nm0134449,nm0134449,nm0134449,nm0134449,nm0134449,nm0134449,nm0157133,nm0258268,nm0258268,nm0148061,nm0148061","nm0848968,nm0866697","nm3030137,nm1754680,nm5734020"
tt0319061,Big Fish,Big Fish,2003,125,"Adventure,Drama,Fantasy",nm0000318,"nm1180620,nm0041864",7.9,474760,"nm0000191,nm0001215,nm0001082,nm0347039,nm0570067,nm0219292","nm0001448,nm0000307,nm0517844,nm0182839","nm0169260,nm0423134,nm0005573"
tt0319237,Incantato,Il cuore altrove,2003,107,"Comedy,Drama,Romance",nm0002194,nm0002194,6.7,1105,"nm0545884,nm0316284,nm0195293,nm0097917,nm0738875,nm1056286","nm1181488,nm0590452,nm0519318,nm0762761",nm0042812
tt0319337,Ee Parakkum Thalika,Ee Parakkum Thalika,2001,138,"Comedy,Drama,Romance",nm0856863,"nm1285611,nm1573882",7.5,1431,"nm0226770,nm1428080,nm0359880,nm1368581,nm0881292,nm0620685,nm1437952,nm0890864","nm1522872,nm1522872,nm0025621",nm2574028
tt0319343,Elf,Elf,2003,97,"Adventure,Comedy,Family",nm0269463,nm1183854,7.1,335707,"nm0002071,nm0001001,nm0627878,nm0000799,nm1307735,nm0522324,nm0227759","nm0221046,nm0005460,nm0781238","nm1153895,nm0464548,nm0732024"
tt0319538,Idhayam,Idhayam,1991,130,"Drama,Musical,Romance",nm0997190,nm0997190,8.1,589,"nm1232849,nm0222150,nm0417301,nm0613516,nm0883293,nm0897206","nm7390393,nm0707409,nm0810426",nm4235263
tt0319557,Indra,Indra,2002,173,"Action,Drama",nm0044584,"nm1195187,nm0664085,nm0664084,nm2701239",7.5,3219,"nm0158112,nm0158112,nm0695177,nm0411539,nm0080238,nm0728262,nm0103977,nm0695253,nm0803339","nm0007114,nm1140669",nm0244866
tt0319683,White Dream,Khab-e sefid,2002,90,"Comedy,Drama",nm0420022,nm0420022,6.9,735,"nm0420022,nm7182891","nm1183232,nm0439315",nm0595198
tt0319685,A House Built on Water,Khanei ruye ab,2002,108,"Drama,Fantasy",nm0267715,nm0267715,6.6,1305,"nm0258168,nm0452091,nm0556305,nm0440438,nm0315574,nm0707308","nm0998142,nm0267050,nm0415415,nm0634614",nm0267715
tt0319736,The Legend of Bhagat Singh,The Legend of Bhagat Singh,2002,155,"Biography,Drama,History",nm0764316,"nm0438499,nm0592795,nm0707304,nm0764316",8.1,18106,"nm0222426,nm0839820,nm1430018,nm0592782,nm0044796,nm0864608,nm1242796,nm1019748","nm0416077,nm1182255","nm4353263,nm0851523"
tt0319769,Mondays in the Sun,Los lunes al sol,2002,113,"Comedy,Drama",nm0508208,"nm0508208,nm0602508",7.5,16214,"nm0000849,nm0869088,nm0251021,nm0898420,nm0119438,nm0166795,nm0722657","nm0210221,nm1007012,nm1036453","nm0703262,nm1255565"
tt0319813,Mannan,Mannan,1992,154,"Action,Comedy,Drama",nm0890864,\N,7.2,1085,"nm0707425,nm1127850,nm1129966,nm4742567,nm3118361","nm0897227,nm1001243,nm7390393,nm0659250,nm0223563",
tt0319836,The Clay Bird,Matir Moina,2002,95,"Drama,History",nm1181881,"nm1181881,nm1181880",8.4,4372,"nm1180719,nm14439481,nm1194086,nm1974741,nm1977060,nm1971931,nm1974944,nm1973723","nm1196037,nm1972577","nm0439767,nm1181880"
tt0319901,My Left Eye Sees Ghosts,Ngo joh ngan gin do gwai,2002,98,"Comedy,Fantasy,Romance","nm0864775,nm0906413","nm0906413,nm0946883,nm1104594",6.7,1472,"nm0490513,nm0945189,nm0911048,nm0482695,nm0482579","nm0155618,nm1012515,nm0498201,nm0939234,nm2673990","nm0864775,nm0906413"
tt0319917,Planta 4ª,Planta 4ª,2003,100,"Comedy,Drama,Family",nm0580318,"nm1181159,nm0580318,nm0602508",6.9,1666,"nm0050749,nm0697296,nm1183103,nm0951793,nm1183082,nm0016861,nm1444973,nm2380967,nm1494896",nm1695500,nm0073172
tt0320042,Kamchatka,Kamchatka,2002,106,Drama,nm0686304,"nm0276655,nm0686304",7.1,3903,"nm0201857,nm0022765,nm0285136,nm1220556,nm1220556,nm1220556,nm0215761","nm0005386,nm0592973,nm0769034,nm1248095,nm0117580","nm0098153,nm0195295,nm0469696,nm0708620"
tt0320193,Oasis,Oasiseu,2002,133,"Drama,Romance",nm0496969,nm0496969,7.8,11293,"nm0812555,nm0014215,nm0753423,nm0814171,nm1241992","nm0600668,nm0160847,nm1696158,nm1242532,nm1241993","nm1231888,nm0617079,nm1236445"
tt0320194,Occident,Occident,2002,105,"Comedy,Romance",nm0612816,nm0612816,7.5,2835,"nm1090879,nm1254821,nm0899517,nm0664420,nm1552872","nm1108312,nm0691047,nm0835485,nm0097718,nm0890497",
tt0320512,The Smashing Machine,The Smashing Machine,2002,93,"Documentary,Sport",nm0404882,\N,7.6,2406,,,nm0339040
tt0320661,Kingdom of Heaven,Kingdom of Heaven,2005,144,"Action,Adventure,Drama",nm0000631,nm1184258,7.3,344562,"nm0089217,nm0000553,nm0359398,nm0790688,nm0248254,nm0014261,nm0000667,nm0322562","nm1200692,nm1812523",nm0000631
tt0320691,Underworld,Underworld,2003,121,"Action,Fantasy,Thriller",nm0936482,"nm0340485,nm0936482,nm0564286",7.0,297759,"nm0005454,nm0111274,nm0790688,nm0631490,nm0496441,nm0311563,nm0589505,nm0340485","nm0000295,nm0617009","nm0524342,nm0742347,nm0002999"
tt0321376,Cuban Rafters,Balseros,2002,120,Documentary,"nm1188723,nm2060660","nm1188723,nm0874093",7.2,650,,,nm0648367
tt0321781,Cremaster 3,Cremaster 3,2002,182,"Drama,Fantasy",nm0056030,nm0056030,6.9,1584,"nm0962394,nm0056030,nm0103709,nm1179552,nm1191662,nm1191691,nm1190595,nm1192092,nm1189834","nm1190429,nm1190429","nm0056030,nm0321625"
tt0322132,"Smile, the Photo Comes Out Better",Edhak el soura tetlaa helwa,1998,113,"Comedy,Drama,Romance",nm0032714,nm1431644,7.1,1301,"nm0952304,nm1243922,nm0008867,nm1512946,nm3639681,nm0032714","nm0303943,nm0255554,nm1012534,nm7797831",
tt0322298,The Bottom of the Sea,El fondo del mar,2003,92,"Drama,Thriller",nm1167933,nm1167933,6.7,1547,"nm0376655,nm0308991,nm1041124,nm0884439,nm1340524,nm1182894,nm0277039,nm0673391,nm0278442",nm0285135,nm0022061
tt0322332,Freedom's Fury,Freedom's Fury,2006,90,"Documentary,Sport",nm1312628,nm1312628,7.5,764,,,nm1190013
tt0322420,Life Is a Miracle,Zivot je cudo,2004,155,"Comedy,Drama,Music",nm0001437,"nm0102492,nm0001437",7.5,13790,"nm0830371,nm0467451,nm0073353,nm0476413,nm0463649,nm1191885,nm0417687","nm0812597,nm0873190,nm0438905","nm0001437,nm1615078,nm0764963"
tt0322545,Berlin Blues,Herr Lehmann,2003,105,"Comedy,Drama",nm0369686,nm1210638,7.1,7841,"nm1214637,nm0118345,nm0726229,nm1521036,nm0646023,nm0075616,nm1453281,nm0350350","nm1000672,nm0474025",nm0092497
tt0322645,Inuyasha the Movie: Affections Touching Across Time,Inuyasha: Toki o koeru omoi,2001,100,"Action,Adventure,Animation",nm0794000,"nm0847186,nm0838572",7.2,3010,"nm0945322,nm0875335,nm0644524,nm0015320,nm0840598","nm0950830,nm0476678,nm0913828,nm0383022,nm0477449",
tt0322674,Twin Sisters,De tweeling,2002,137,"Drama,Romance,War",nm0813786,"nm0519620,nm0688745",7.4,7573,"nm0818715,nm0461210","nm0900887,nm0645707,nm0720671,nm0880167,nm1189943,nm0724820,nm0776926,nm0111203","nm0631208,nm0807099"
tt0322725,The Embalmer,L'imbalsamatore,2002,100,"Drama,Romance",nm0308520,"nm0158323,nm0309979,nm0308520",7.0,3174,"nm0536930,nm1194523,nm0083170,nm3028123,nm1196657,nm1687661,nm3142669","nm0733641,nm0076023,nm1194687",nm0698271
tt0322788,Ishtam,Ishtam,2001,110,"Comedy,Drama,Romance",nm0539034,nm1437223,6.9,547,"nm0226770,nm0893449,nm0409204,nm0820208,nm0579755","nm1398736,nm0419707,nm1531977,nm1411659,nm1427780",nm1562747
tt0322802,Jackass: The Movie,Jackass: The Movie,2002,85,"Action,Comedy,Documentary",nm0871860,"nm0871860,nm0005069,nm0424216,nm0546640,nm0828177,nm1035634,nm0690686,nm0257424,nm0242756,nm0569199,nm0225164,nm1029269,nm2525534,nm1079524,nm0519671,nm4007510,nm8722262,nm2928258,nm0154074",6.6,105313,,,"nm0005069,nm0424216,nm0871860"
tt0322824,Japón,Japón,2002,122,Drama,nm1196161,nm1196161,6.8,4143,"nm1220694,nm1236801,nm1236764,nm1288295,nm1286124,nm1220264,nm1344021","nm1222269,nm1290092,nm16451052",nm1196161
tt0322988,The Kopeck,Kopeyka,2002,115,Comedy,nm0245857,"nm0245857,nm0815131",6.9,517,"nm0563196,nm0469908,nm0875434,nm0535295,nm0535295,nm0535295,nm0468326,nm1460167","nm1192292,nm1194399,nm1461130,nm1492011","nm0245857,nm1320492"
tt0323013,Lakshya,Lakshya,2004,186,"Action,Drama,Romance",nm1027719,"nm0015287,nm1260845,nm10689808",7.8,27569,"nm0004335,nm0000821,nm0700875,nm2528716,nm0958861,nm0839820,nm1267998,nm1205687,nm1249116",nm0006689,"nm1027719,nm1032700"
tt0323103,"Long Life, Happiness & Prosperity","Long Life, Happiness & Prosperity",2002,90,"Comedy,Drama,Family",nm0795803,"nm0285168,nm0795803",6.6,616,"nm0949521,nm0874908,nm0004067,nm0284557,nm0285140,nm0285140","nm0644897,nm1197845,nm0530845,nm0648628,nm0157796","nm10731247,nm0308792,nm0557340"
tt0323298,The Mother,The Mother,2003,112,"Drama,Romance",nm0585011,nm0475659,6.7,4878,"nm0185819,nm0891092,nm1418764,nm0533599","nm0717176,nm0934318,nm1350488,nm1418774,nm0854337,nm0103473",nm0002941
tt0323443,Upswing,Nousukausi,2003,98,Comedy,nm0904439,nm0727974,6.6,2964,"nm0838580,nm0865671,nm0892035,nm0899409,nm0899476,nm0956495","nm0528173,nm0474354,nm1327238,nm0655017",nm0754367
tt0323633,Melvin Goes to Dinner,Melvin Goes to Dinner,2003,83,"Comedy,Drama,Romance",nm0644022,nm0088392,6.7,3310,"nm0088392,nm0697037,nm0035488","nm0183960,nm0348800,nm0738283,nm0005491,nm0278979,nm0374601,nm0452716","nm1195799,nm0666794,nm0839930"
