tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt1198156,You're Not You,You're Not You,2014,102,Drama,nm0938045,"nm0275277,nm1471001,nm2947761",7.3,27897
tt1198186,Verses of Love,Ayat-Ayat Cinta,2008,130,"Drama,Romance","nm2538739,nm3023292","nm2679404,nm2948197,nm2804902",6.9,1363
tt1198196,Election Day,Den vyborov,2007,122,Comedy,nm0284454,"nm2948393,nm3286715,nm3136748",7.4,4339
tt1198339,December Heat,Detsembrikuumus,2008,92,"Action,Drama,History",nm1857733,"nm2948784,nm1284642",6.7,672
tt1198385,In the Beginning,À l'origine,2009,130,"Crime,Drama",nm0316306,"nm0316306,nm1161469,nm0738925",7.1,2704
tt11991132,Kamali from Nadukkaveri,Kamali from Nadukkaveri,2021,147,Drama,nm11431401,nm11431401,7.5,1500
tt11991748,Rurouni Kenshin: Final Chapter Part II - The Beginning,Rurôni Kenshin: Sai shûshô - The Beginning,2021,137,"Action,Adventure,Drama",nm3311094,"nm0914941,nm3311094",7.4,12115
tt11992424,Saptha Sagaradaache Ello - Side A,Sapta Sagaradaache Ello: Side A,2023,142,"Drama,Romance",nm9634132,"nm9634132,nm15216018",8.2,9458
tt11994750,Made You Look: A True Story About Fake Art,Made You Look: A True Story About Fake Art,2020,94,"Crime,Documentary",nm0043335,"nm0043335,nm0393500",7.0,5115
tt1199494,The Lost Skeleton Returns Again,The Lost Skeleton Returns Again,2008,92,"Comedy,Horror,Sci-Fi",nm1117507,nm1117507,6.8,807
tt1200060,The English Surgeon,The English Surgeon,2007,93,Documentary,nm1668285,\N,8.0,791
tt1200263,The Color Purple,The Color Purple,2023,141,"Drama,Musical",nm7577540,"nm5926700,nm0907504,nm0635568",6.8,20051
tt1200272,La Mission,La Mission,2009,117,Drama,nm0105571,nm0105571,7.0,2048
tt12003946,Violent Night,Violent Night,2022,112,"Action,Comedy,Thriller",nm2482088,"nm1352459,nm1351254",6.7,116683
tt12015102,Vikrant Rona,VR (Vikrant Rona),2022,148,"Action,Drama,Mystery",nm4093647,"nm4093647,nm1892316,nm8048359,nm8661566",6.9,29452
tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure,Family,Fantasy",nm0946734,"nm0460141,nm0746830",8.1,1023271
tt12024308,Wildflower,Wildflower,2022,105,"Comedy,Drama",nm4756885,"nm2434433,nm4756885",6.8,5391
tt1202514,Accident,Yi ngoi,2009,89,"Mystery,Thriller",nm1110912,"nm0844032,nm2058587",6.6,4061
tt1202517,Barah Aana,Barah Aana,2009,97,"Comedy,Crime,Drama",nm1329166,"nm2955107,nm1329166",6.7,1400
tt1202539,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008,104,"Drama,Sport",nm0496180,nm0733251,6.8,526
tt1202579,Under Our Skin,Under Our Skin,2008,104,Documentary,nm0933005,\N,7.7,1062
tt12027020,LA Originals,LA Originals,2020,92,Documentary,nm1474553,"nm1711645,nm0704378",7.2,2078
tt12028944,Doctor Lisa,Doktor Liza,2020,120,"Biography,Drama",nm5732304,nm11441745,7.2,804
tt12036052,Elephant,Elephant,2020,86,"Adventure,Biography,Documentary","nm1768412,nm1761192,nm0288144","nm1768412,nm1470516",7.3,2515
tt12037194,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,2024,148,"Action,Adventure,Sci-Fi",nm0004306,"nm0004306,nm0490147",7.5,309014
tt12041084,Kill Chain: The Cyber War on America's Elections,Kill Chain: The Cyber War on America's Elections,2020,91,Documentary,"nm0034096,nm0584485,nm1142862",\N,7.4,801
tt1204186,Yuxu,Yuxu,2001,79,"Comedy,Romance",nm0019593,"nm0019593,nm2957470",8.3,677
tt1204340,Tyrannosaur,Tyrannosaur,2011,92,Drama,nm0175916,nm0175916,7.5,34990
tt1204342,The Muppets,The Muppets,2011,103,"Adventure,Comedy,Family",nm0090386,"nm0781981,nm0831557,nm0001345",7.1,99966
tt1483735,The Portuguese Nun,A Religiosa Portuguesa,2009,127,Drama,nm0337833,nm0337833,6.6,707
tt1483753,Pure,Till det som är vackert,2010,97,Drama,nm2272926,nm2272926,6.9,5136
tt1483780,The Referees,Les arbitres,2009,77,"Documentary,Sport","nm3554712,nm1526943,nm3632094",\N,7.3,833
tt1483795,The Famous and the Dead,Os Famosos e os Duendes da Morte,2009,101,Drama,nm2296828,"nm3554943,nm2296828",6.6,802
tt1483797,Redline,Redline,2009,102,"Action,Animation,Sci-Fi",nm1238086,"nm0411002,nm0257939,nm1371924",7.5,20030
tt1483831,Lebanon,Lebanon,2009,93,"Drama,War",nm1413443,nm1413443,6.9,12234
tt1484114,Reel Injun,Reel Injun,2009,85,Documentary,"nm3490227,nm2313220,nm0371067","nm2313220,nm3490227,nm0371067",7.5,1772
tt1484522,8: The Mormon Proposition,8: The Mormon Proposition,2010,80,Documentary,"nm3172825,nm1481222",nm3172825,7.1,1295
tt14846026,Sisu,Sisu,2022,91,"Action,Thriller,War",nm1118351,nm1118351,6.9,108152
tt14849194,The Holdovers,The Holdovers,2023,133,"Comedy,Drama",nm0668247,nm0376003,7.9,214442
tt14850886,Panchatantram,Panchatantram,2022,141,Drama,nm12662584,"nm12662584,nm9159094",7.6,694
tt14851344,#Viral Prapancham,#Viral Prapancham,2025,97,"Drama,Mystery",nm16566843,"nm16892334,nm16892333",8.0,1064
tt14851374,Jane by Charlotte,Jane par Charlotte,2021,88,"Biography,Documentary",nm0001250,nm0001250,6.6,769
tt14855468,That Christmas,That Christmas,2024,91,"Adventure,Animation,Comedy",nm2259362,"nm0193485,nm2241480,nm1485603,nm1485604,nm1866876",6.8,18100
tt1485698,The Dark House,Dom zly,2009,105,"Crime,Drama,Thriller",nm1500530,"nm0467219,nm1500530",7.3,5548
tt1485749,Mr. Pip,Mr. Pip,2012,116,"Drama,War",nm0011470,"nm0011470,nm3568152",7.1,4544
tt14857602,The Jesus Music,The Jesus Music,2021,109,"Documentary,Music","nm3401779,nm2296528","nm2296528,nm10264624",7.4,688
tt1485763,One Piece: Strong World,Wan pisu firumu: sutorongu warudo,2009,113,"Action,Adventure,Animation",nm2909800,"nm1520917,nm2663646",7.4,8209
tt1485796,The Greatest Showman,The Greatest Showman,2017,105,"Biography,Drama,Musical",nm1243905,"nm0081081,nm0174374",7.5,339254
tt14859416,Burning Days,Kurak Günler,2022,129,"Drama,Thriller",nm1625220,nm1625220,7.5,14255
tt14864160,A New Old Play,Jiao má táng huì,2021,179,"Drama,History",nm4392117,nm4392117,7.6,670
tt14865506,What Did You Eat Yesterday?,Kinou nani tabeta?,2021,120,"Comedy,Drama,Romance",nm4651326,"nm4395876,nm2959425",7.1,600
tt14866108,Miranda's Victim,Miranda's Victim,2023,127,"Crime,Drama",nm0200403,"nm12668150,nm1103773,nm4565311",6.7,2591
tt1486616,Craigslist Joe,Craigslist Joe,2012,90,"Adventure,Documentary",nm1765354,\N,6.7,3873
tt1486834,What If,The F Word,2013,98,"Comedy,Romance",nm0236226,"nm0997459,nm5182094,nm3867315",6.8,83901
tt1486843,Drew: The Man Behind the Poster,Drew: The Man Behind the Poster,2013,97,"Biography,Documentary",nm2038376,"nm2036249,nm1099655,nm2038376,nm1826926",7.4,1152
tt14871116,Mama's Boy,Mama's Boy: A Story from Our Americas,2022,102,"Biography,Documentary",nm0100522,nm0085257,7.9,643
tt1487275,The White Stripes Under Great White Northern Lights,The White Stripes: Under Great White Northern Lights,2009,93,"Documentary,Music",nm0540148,\N,8.0,2552
tt14873088,Dear Thomas,Lieber Thomas,2021,150,"Biography,Drama",nm0459080,nm0920910,7.0,578
tt14875116,Bro Daddy,Bro Daddy,2022,159,"Comedy,Drama,Romance",nm1335387,"nm12673008,nm6325285",7.0,7567
tt14880612,Blackpink: The Movie,Blackpink: The Movie,2021,100,"Documentary,Music","nm4101822,nm12675888","nm12796378,nm12796379",6.8,1748
tt14883538,Arco,Arco,2025,88,"Adventure,Animation,Fantasy",nm4589136,"nm4589136,nm5064713",7.6,799
tt1488574,The Liverpool Goalie,Keeper'n til Liverpool,2010,90,Comedy,nm2043473,nm0345674,6.7,937
tt1488589,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,2022,117,"Adventure,Animation,Drama","nm0868219,nm0348993","nm0868219,nm3239034,nm0172830,nm0730422",7.6,125276
tt1488591,Professor Layton and the Eternal Diva,Eiga Reiton-kyôju to eien no utahime,2009,99,"Adventure,Animation,Crime",nm2621812,"nm1757129,nm1257846",6.7,1708
tt1488601,The Show Must Go On,The Show Must Go On,2010,80,"Drama,Sci-Fi,Thriller",nm3171891,nm3171891,6.7,622
tt14888860,Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,Kimetsu no Yaiba: Kyôdai no Kizuna,2019,105,"Action,Animation,Fantasy",nm1417038,nm10281577,8.4,4698
tt14888874,Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,Kimetsu no Yaiba: Natagumo Yama-hen,2020,138,"Action,Animation,Fantasy",nm1417038,nm10281577,8.7,18218
tt14892216,Zero to Hero,Ma ma de shen qi xiao zi,2021,102,"Biography,Drama,Sport",nm1186589,"nm11642426,nm1186589",6.7,1289
tt1489887,Booksmart,Booksmart,2019,102,Comedy,nm1312575,"nm1054604,nm2873539,nm2573005,nm4199289",7.1,138249
tt1490017,The Lego Movie,The Lego Movie,2014,100,"Action,Adventure,Animation","nm0520488,nm0588087","nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085",7.7,409301
tt14905854,Hamnet,Hamnet,2025,125,"Biography,Drama,History",nm2125482,"nm2125482,nm9133641",8.1,2708
tt1490602,Children of God,Children of God,2010,104,"Drama,Romance",nm1190412,nm1190412,6.6,1454
tt1490749,Low Lights,Artimos sviesos,2009,92,Drama,nm1090660,nm1090660,7.0,659
tt1491044,The Iceman,The Iceman,2012,106,"Biography,Crime,Drama",nm1033517,"nm1337892,nm1033517,nm1547715,nm0857294",6.8,82864
tt14911244,Jagged,Jagged,2021,99,"Biography,Documentary,Music",nm3052903,\N,7.3,1976
tt14913282,I Like Movies,I Like Movies,2022,99,"Comedy,Drama",nm5576953,nm5576953,6.8,4566
tt14914988,Satyaprem Ki Katha,Satyaprem Ki Katha,2023,146,"Comedy,Drama,Musical","nm5772485,nm16066427",nm8976305,6.6,31477
tt14915198,Bimbisara,Bimbisara,2022,146,"Action,Drama,Fantasy",nm12693240,"nm16413974,nm13929910,nm10171498,nm12693240",6.8,8317
tt14915600,Pink Moon,Pink Moon,2022,95,Drama,nm4591610,nm1459157,6.8,792
tt14917786,Narasimhapuram,Narasimhapuram,2021,115,"Action,Crime,Drama",nm9083094,\N,7.2,2217
tt14923112,Methagu,Methagu,2021,100,"Biography,History",nm12696871,"nm12781927,nm12696871,nm5801106",8.5,8897
tt1492923,In Darkness,Karanliktakiler,2009,100,"Drama,Thriller",nm1463981,nm1463981,7.0,2341
tt1492959,Lifted,Lifted,2010,108,"Drama,Music,War",nm0591994,nm0591994,6.6,1830
tt1493068,Punk's Not Dead,Pankot ne e mrtov,2011,104,"Comedy,Drama",nm0088016,"nm0088016,nm4347597",7.3,1032
tt1493070,Parade,Parêdo,2009,118,Drama,nm0950834,"nm2398252,nm0950834",7.2,687
tt1493274,Caught Stealing,Caught Stealing,2025,107,"Action,Comedy,Crime",nm0004716,nm2555560,6.9,50776
tt14942362,Full dekning,Full dekning,2022,102,"Comedy,Drama",nm2043473,"nm0002645,nm0345674",6.6,665
tt14950912,The Staffroom,Zbornica,2021,126,Drama,nm4078303,nm4078303,7.0,640
tt1495818,Keramat,Keramat,2009,80,Horror,nm1295189,nm1295189,6.8,887
tt1495823,Freedom,Korkoro,2009,111,"Drama,War",nm0309697,"nm0309697,nm0021658",7.2,1442
tt14961016,I'm Still Here,Ainda Estou Aqui,2024,137,"Biography,Drama,History",nm0758574,"nm2675515,nm11125951,nm0656978",8.1,123870
tt1496380,Chennai 600028,Chennai 600028,2007,141,"Comedy,Musical,Romance",nm1862815,nm1862815,7.9,2780
tt14965934,Shark: The Beginning,Syakeu: Deo bigining,2021,108,"Action,Drama",nm11874998,nm11874998,6.9,1937
tt14966898,Late Night with the Devil,Late Night with the Devil,2023,93,Horror,"nm1637876,nm1454108","nm1454108,nm1637876",7.0,140483
tt1496729,Aaranya Kaandam,Aaranya Kaandam,2010,126,"Action,Comedy,Crime",nm3586222,nm3586222,8.4,5931
tt14967472,Of an Age,Of an Age,2022,100,"Drama,Romance",nm3301836,nm3301836,7.1,5141
tt1496792,Grandmother,Lola,2009,110,Drama,nm1137289,nm3588326,7.2,942
tt14967958,"Goodbye, Don Glees!","Gubbai, Don Gurîzu!",2021,95,"Adventure,Animation,Drama",nm3966426,nm3966426,6.7,704
tt1496832,Paiyaa,Paiyaa,2010,152,"Action,Adventure,Drama",nm1416190,"nm1416190,nm4818364",6.6,3892
tt1496872,Siva Manasula Sakthi,Siva Manasula Sakthi,2009,138,"Comedy,Drama,Romance",nm3578957,nm3578957,7.1,2117
tt1497880,Tropicália,Tropicália,2012,87,"Documentary,Music",nm1703621,"nm3581771,nm1703621,nm0989666",7.3,666
tt14981626,Alma Viva,Alma Viva,2022,85,Drama,nm7114437,"nm7114437,nm1062577",6.7,615
tt1498569,Restless,Restless,2011,91,"Drama,Romance",nm0001814,nm2381911,6.7,18692
tt14986012,12th Man,12th Man,2022,163,"Crime,Drama,Mystery",nm2572228,"nm3045546,nm12734955",6.8,4975
tt14986224,Taanakkaran,Taanakkaran,2022,141,"Drama,Sport",nm12731645,nm12731645,8.1,3574
tt1498858,Ocean Heaven,Hai yang tian tang,2010,96,Drama,nm1249411,nm1249411,7.5,2867
tt14989778,Oke Oka Jeevitham,Kanam,2022,160,"Drama,Sci-Fi,Thriller",nm7393457,"nm7393457,nm5056902,nm7131684",7.8,3459
tt14992864,Carma,Carma,2022,169,"Crime,Romance,Thriller",nm12727286,nm12811381,7.2,2376
tt14992922,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",nm3220744,nm3220744,7.1,76887
tt14992954,Mukhosh,Mukhosh,2021,117,Thriller,nm3377959,nm3491132,7.1,1033
tt14994064,Adbhutham,Adbhutham,2021,141,"Romance,Sci-Fi",nm8601186,"nm9514022,nm3078462",7.5,1843
tt1499658,Horrible Bosses,Horrible Bosses,2011,98,"Comedy,Crime",nm1164861,"nm0002864,nm0197855,nm0326246",6.9,484146
tt1499666,Castaway on the Moon,Kimssi pyoryugi,2009,116,"Comedy,Drama,Romance",nm1409622,nm1409622,7.9,20704
tt14999458,The Story of Film: A New Generation,The Story of Film: A New Generation,2021,160,Documentary,nm0184108,nm0184108,7.2,940
tt15000314,Green Snake,Bai She 2: Qing She jie qi,2021,131,"Action,Adventure,Animation",nm5332002,nm7403142,6.8,4261
tt15000578,X = Prem,X = Prem,2022,116,"Drama,Romance",nm3797575,\N,6.6,613
tt1500496,La Danse: The Paris Opera Ballet,La danse,2009,159,Documentary,nm0936464,\N,7.2,712
tt15006566,The Beasts,As bestas,2022,137,"Drama,Thriller",nm2507695,"nm3124294,nm2507695",7.5,24391
tt1500703,Cow,Dou niu,2009,105,Drama,nm1299690,"nm1299690,nm1980931",7.2,999
tt15010478,9/11: Inside the President's War Room,9/11: Inside the President's War Room,2021,90,"Documentary,History",nm3502477,\N,7.5,4355
tt15010590,Anita,Anita,2021,137,"Biography,Drama,History",nm2410081,"nm2410081,nm1210422",7.0,1340
tt15010834,Ikkat,Ikkat,2021,125,"Comedy,Drama,Romance","nm8277882,nm12742100",\N,6.9,759
tt1501298,Kattradhu Thamizh,Kattradhu Thamizh,2007,147,"Drama,Mystery",nm3591496,nm3591496,8.5,3791
tt15014000,Poster,Poster,2021,143,"Drama,Family",nm12746270,"nm2990574,nm12743985",6.8,2094
tt15021154,Exodus,Exodus,2023,102,Drama,nm1942431,"nm2855489,nm1942431",6.8,3875
tt15029058,Skylab,Skylab,2021,148,Drama,nm12749910,nm12749910,6.7,698
tt1502960,The Taste of Relation,The Taste of Relation,2009,87,"Drama,Family,Mystery",nm2417233,"nm2417233,nm3311179,nm3315016",7.8,748
tt1503116,Nothing's All Bad,Smukke mennesker,2010,93,Drama,nm2206944,nm2206944,7.0,1112
tt15036416,Shiny_Flakes: The Teenage Drug Lord,Shiny_Flakes: The Teenage Drug Lord,2021,96,"Biography,Crime,Documentary","nm9103569,nm5481937",nm9103569,7.3,6336
tt1503769,Collapse,Collapse,2009,82,Documentary,nm0807687,nm1685276,7.7,6912
tt1503776,"Hugh Hefner: Playboy, Activist and Rebel","Hugh Hefner: Playboy, Activist and Rebel",2009,124,"Biography,Documentary",nm0075731,nm0075731,7.0,766
tt1503777,Illégal,Illégal,2010,90,Drama,nm0557267,nm0557267,6.8,954
tt1504320,The King's Speech,The King's Speech,2010,118,"Biography,Drama,History",nm0393799,nm0782436,8.0,727990
tt15048870,Hajjan,Hajjan,2023,117,Drama,nm3821378,"nm10561867,nm15303149,nm10859050,nm5056573,nm3821378",7.1,511
tt15049118,Revolution of Our Times,Revolution of Our Times,2021,152,"Documentary,History",nm6257847,\N,8.5,1518
tt1504960,Medal of Honor,Medalia de onoare,2009,104,"Comedy,Drama",nm0626754,nm1277847,7.7,922
tt15052172,Madame X,Madame X,2021,113,"Documentary,Music","nm6764857,nm12945031,nm12761880,nm8948115,nm8862900",nm0000187,6.8,1017
tt15056566,Copacul Dorintelor: Amintiri din Copilarie,Copacul Dorintelor: Amintiri din Copilarie,2021,87,"Family,Fantasy",nm5909951,"nm5780125,nm4492031,nm5909951",7.7,502
tt15056920,Bhairathi Ranagal,Bhairathi Ranagal,2024,150,Drama,nm8696061,nm8696061,7.0,2237
tt15060662,Nosso Sonho,Nosso Sonho,2023,117,"Biography,Comedy,Drama",nm0016406,"nm0016406,nm11130127,nm1050146,nm7883248,nm3815030",7.2,1199
tt15062756,Bread and Salt,Chleb i sól,2022,100,Drama,nm6238270,"nm6238270,nm7055788",6.8,625
tt1506452,The Priest,Pop,2009,130,"Drama,History,War",nm0451867,nm14232352,7.1,1387
tt1507005,Naan Mahaan Alla,Naan Mahaan Alla,2010,132,"Action,Crime,Drama",nm3607398,"nm3607398,nm4865816",7.2,3021
tt15072612,Journey to the West,Yuzhou tansuo bianji bu,2021,118,"Adventure,Comedy,Drama",nm12769272,"nm12769272,nm12769273",7.2,1854
tt15073166,IB 71,IB 71,2023,117,"Action,Thriller","nm8623146,nm0924121","nm8527461,nm8623146,nm13591893,nm12769680,nm14847148,nm17870856,nm7769937,nm13591892,nm3277398",7.1,11779
tt15078366,Wet Sand,Wet Sand,2021,115,Drama,nm7076039,"nm6440285,nm7076039",7.0,790
tt15078804,Problemista,Problemista,2023,104,Comedy,nm7088580,nm7088580,6.8,9141
tt1508290,Caterpillar,Kyatapirâ,2010,85,"Drama,History,War",nm0906709,"nm2572312,nm0010395,nm0708835",6.7,1270
tt1508675,Le Havre,Le Havre,2011,93,"Comedy,Drama",nm0442454,nm0442454,7.2,25058
tt15090124,Mad God,Mad God,2021,83,"Animation,Fantasy,Horror",nm0864138,nm0864138,6.8,19632
tt1509130,Janie Jones,Janie Jones,2010,114,"Biography,Drama,Music",nm1270033,nm1270033,6.6,2441
tt1509132,The White Meadows,Keshtzar haye sepid,2009,92,Drama,nm1488024,nm1488024,7.6,1251
tt15091500,Oasis Knebworth 1996,Oasis Knebworth 1996,2021,110,"Documentary,Music",nm0779265,\N,8.0,1466
tt1509276,The Wildest Dream,The Wildest Dream,2010,94,"Biography,Documentary",nm0311687,"nm7377412,nm0356624,nm2589005,nm5049777",7.2,2819
tt15095920,Jurassic Punk,Jurassic Punk,2022,81,Documentary,nm0495620,\N,7.3,525
tt15095938,Blood Brothers: Malcolm X & Muhammad Ali,Blood Brothers: Malcolm X & Muhammad Ali,2021,95,"Biography,Documentary,History",nm6922517,"nm1685264,nm0975322",6.9,1294
tt1509636,La nostra vita,La nostra vita,2010,98,Drama,nm0524516,"nm0524516,nm0677758,nm0750048",6.7,2424
tt15097216,Jai Bhim,Jai Bhim,2021,164,"Crime,Drama",nm4377096,"nm4377096,nm13222819",8.6,231551
tt15097236,Natchathiram Nagargirathu,Natchathiram Nagargirathu,2022,170,"Drama,Romance",nm3163794,nm3163794,6.8,1803
tt15097330,Deja Vu,Deja Vu,2022,117,"Mystery,Thriller",nm9117401,nm9117401,6.6,1617
tt15097358,Bison: Kaalamaadan,Bison: Kaalamaadan,2025,150,"Biography,Drama,Sport",nm6041683,"nm17211909,nm6041683",7.9,5470
tt1509787,A Bag of Hammers,A Bag of Hammers,2011,85,"Comedy,Drama",nm1591542,"nm1591542,nm0762424",6.6,3215
tt15100100,Nayika Devi: The Warrior Queen,Nayika Devi: The Warrior Queen,2022,122,"Biography,Drama,History",nm7267646,nm12783015,6.8,700
tt1510906,Third Star,Third Star,2010,92,Drama,nm1463009,nm0803366,7.2,7730
tt15109082,The Quiet Girl,An Cailín Ciúin,2022,95,Drama,nm2128139,"nm10668488,nm2128139",7.7,27316
tt1510918,Behind Blue Skies,Himlen är oskyldigt blå,2010,110,"Crime,Drama",nm0391502,nm0391502,6.6,4794
tt1510934,Starsuckers,Starsuckers,2009,103,Documentary,nm0040564,nm0040564,7.4,538
tt1510936,The Deposition,The Deposition,2012,85,"Crime,Drama,Mystery",nm2077225,nm2077225,7.4,756
tt1510981,Believe: The Eddie Izzard Story,Believe: The Eddie Izzard Story,2009,102,"Comedy,Documentary",nm1302821,nm1302821,7.3,574
tt15115102,Another World,Un autre monde,2021,96,Drama,nm0110300,"nm0110300,nm0329825",7.0,2774
tt1511532,Special When Lit,Special When Lit,2009,97,Documentary,nm3614151,\N,6.8,732
tt15115714,Veetla Vishesham,Veetla Vishesham,2022,130,"Comedy,Drama,Family","nm5657068,nm12073436","nm5657068,nm12073436",6.9,1095
tt15119154,Life of Crime 1984-2020,Life of Crime 1984-2020,2021,121,"Biography,Crime,Documentary",nm0022412,\N,8.4,3201
tt15119170,Django & Django,Django & Django,2021,80,Documentary,nm2562167,"nm1778939,nm2562167",6.9,1821
tt15119668,The Falls,Pu bu,2021,129,Drama,nm3010935,"nm6280382,nm3010935",7.0,2437
tt15119676,107 Mothers,Cenzorka,2021,93,Drama,nm0449272,"nm0449272,nm4234962",6.9,525
tt1512201,Last Train Home,Gui tu lie che,2009,85,"Documentary,Drama",nm1292131,nm0189138,7.6,3808
tt1512235,Super,Super,2010,96,"Action,Comedy,Crime",nm0348181,nm0348181,6.7,86771
tt1512685,Julia's Eyes,Los ojos de Julia,2010,118,"Horror,Mystery,Thriller",nm0602616,"nm0602616,nm1079062",6.7,38872
tt15128068,"Monica, O My Darling",Monica O My Darling,2022,129,"Comedy,Crime,Drama",nm3035236,"nm3035236,nm10091335,nm0383258",7.4,23684
tt15128358,Prison 77,Modelo 77,2022,125,"Drama,History,Thriller",nm0735705,"nm1943791,nm0735705",6.9,4742
tt1512888,Ayirathil Oruvan,Aayirathil Oruvan,2010,183,"Action,Adventure,Musical",nm1421754,"nm5253704,nm1421754,nm5509805",8.1,8304
tt15130204,Seetharaam Benoy Case Number Eighteen,Seetharaam Benoy Case Number Eighteen,2021,125,Crime,nm12796690,\N,6.6,2632
tt15132028,Private Desert,Deserto Particular,2021,121,Drama,nm3620652,"nm3620652,nm2261837",7.0,2125
tt15132240,Marta & Jagna: Vol. I,Marta & Jagna: Vol. I,2023,84,Documentary,nm2488331,\N,7.7,501
tt15135162,Back Door,Back Door,2021,100,Drama,nm14859287,nm10761167,7.3,1676
tt1513713,Love in Another Language,Baska Dilde Ask,2009,98,Drama,nm2079185,"nm2079185,nm2415920",7.3,7243
tt15137342,Kaadumale,Kaadumale,2025,109,"Drama,Sci-Fi",nm12799836,nm12799836,6.7,1738
tt15137580,Wheel Chair Romeo,Wheel Chair Romeo,2022,147,"Comedy,Drama,Romance",nm12799861,nm12799861,8.3,1475
tt15143042,Green and Gold,Green and Gold,2025,105,Drama,nm2612325,"nm4227675,nm0333732,nm2612325,nm14133568",6.7,868
tt1514446,Third Person Singular Number,Third Person Singular Number,2009,124,Drama,nm3618781,"nm3618781,nm2741956",7.1,3014
tt15145764,Freddy,Freddy,2022,124,"Drama,Mystery,Romance",nm1492802,"nm5151578,nm2748159",7.3,36363
tt15145772,200: Halla Ho,200: Halla Ho,2021,115,"Crime,History,Thriller","nm2752754,nm12715707","nm12830720,nm2752754,nm4432972,nm12830721,nm8090661",7.5,1960
tt15147296,Ksheera Sagara Madhanam,Ksheera Sagara Madhanam,2021,145,"Drama,Thriller",nm12805548,\N,6.6,1100
tt1514837,The Reverse,Rewers,2009,99,"Comedy,Drama,Romance",nm1346665,nm3618047,7.0,2374
tt15150608,The Wandering Moon,Rurô no tsuki,2022,150,"Drama,Mystery",nm0498212,"nm0498212,nm12807017",6.9,960
tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129,"Action,Adventure,Mystery",nm0005363,"nm1802251,nm0612487,nm0236279",7.4,497928
tt15151020,One by Two,One by Two,2022,122,"Drama,Romance,Thriller",nm12276991,nm12276991,8.3,1091
tt1515935,The Lottery,The Lottery,2010,81,"Documentary,Drama,News",nm2153450,\N,6.9,600
tt15163636,Veeran,Veeran,2023,155,"Action,Drama,Fantasy",nm9061128,nm9061128,7.3,3239
tt15163886,J Baby,J Baby,2024,145,Drama,nm12813624,nm12813624,7.2,844
tt1516593,Tilva Rosh,Tilva Ros,2010,99,"Drama,Romance",nm3116547,nm3116547,7.1,1163
tt15166394,Hi Five: Fun and Gun,Hi Five: Fun and Gun,2022,120,"Action,Comedy,Crime",nm1196102,nm1196102,7.7,1828
tt15169774,Doctor Bakshi,Doctor Bakshi,2023,108,"Crime,Mystery,Thriller",nm4733676,"nm4733676,nm11467948,nm12487974",7.9,1286
tt15170222,Mindemic,Mindemic,2022,84,Drama,nm5483953,nm5483953,8.2,666
tt15170410,Tunka Tunka,Tunka Tunka,2021,118,"Adventure,Drama","nm11258334,nm16643509","nm13655964,nm11161029",8.0,862
tt1517177,3,3,2010,118,"Comedy,Drama,Romance",nm0878756,nm0878756,6.7,5508
tt1517216,Mai Mai Miracle,Maimai Shinko to sennen no mahô,2009,95,"Adventure,Animation,Drama",nm0441090,"nm0441090,nm1229040",6.9,1269
tt1517225,The Enemy,Neprijatelj,2011,108,"Drama,Horror,Mystery",nm0954099,"nm0590503,nm0954099,nm3625304",7.3,2949
tt1517238,Puzzle,Rompecabezas,2010,87,Drama,nm0807023,nm0807023,6.7,712
tt1517239,Running Turtle,Geobugi dallinda,2009,117,"Action,Comedy,Crime",nm1327418,nm1327418,6.6,711
tt1517248,Forest Creatures,Suma summarum,2010,120,"Comedy,Thriller",nm0900005,nm0900005,6.6,822
tt1517252,Sweetgrass,Sweetgrass,2009,101,"Adventure,Documentary","nm3625974,nm3626583",\N,6.8,1158
tt1517268,Barbie,Barbie,2023,114,"Adventure,Comedy,Fantasy",nm1950086,"nm1950086,nm0000876",6.8,634315
tt15174040,Listening to Kenny G,Listening to Kenny G,2021,97,"Documentary,Music",nm3704075,\N,7.4,1318
tt1517451,A Star Is Born,A Star Is Born,2018,136,"Drama,Music,Romance",nm0177896,"nm0744839,nm0177896,nm3391497,nm0366454,nm0242869,nm0225820,nm0682757,nm0920074,nm0308604",7.6,442919
tt1517561,Thulladha Manamum Thullum,Thulladha Manamum Thullum,1999,170,"Drama,Musical,Romance",nm1318819,"nm1318819,nm7130876",8.3,7143
tt15180952,The Balcony Movie,Film balkonowy,2021,100,Documentary,nm0523658,nm0523658,7.5,1373
tt15192796,Brandy Diaries,Brandy Diaries,2021,144,Drama,nm12827869,nm12827869,8.4,1440
