tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0169302,The Terrorist,Theeviravaathi: The Terrorist,1998,95,Drama,nm0007144,"nm0007144,nm0221219,nm0222422,nm1356493",7.0,2091
tt0169347,Undercover Angel,Undercover Angel,1999,91,"Comedy,Drama",nm0831546,nm0831546,6.6,1189
tt0169547,American Beauty,American Beauty,1999,122,Drama,nm0005222,nm0050332,8.3,1267350
tt0169858,Neon Genesis Evangelion: The End of Evangelion,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,"Action,Animation,Drama","nm0030417,nm0875453",nm0030417,8.1,73975
tt0169880,Neon Genesis Evangelion: Death & Rebirth,Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997,101,"Action,Animation,Drama","nm0030417,nm1535757,nm1743321,nm1543584,nm1543590,nm0556094,nm0557950,nm1159782,nm0645513,nm1537069,nm1746048,nm0875453,nm1751801,nm1743388,nm1536195","nm0030417,nm0766364,nm0257939,nm0383688,nm0411378,nm0945318",7.2,16731
tt0169929,Sleepless Town,Fuyajô,1998,122,"Crime,Drama,Romance",nm0156871,"nm0367912,nm0156871,nm0637585",6.9,804
tt0170180,Lupin III: Dead or Alive,Rupan sansei: Dead or Alive,1996,95,"Action,Adventure,Animation","nm0700578,nm1499537","nm0700578,nm2352069",6.8,768
tt0170181,Lupin III: Farewell to Nostradamus,Rupan sansei: Kutabare! Nostradamus,1995,100,"Action,Adventure,Animation","nm0794168,nm0866758,nm0411746","nm0700578,nm0440569,nm3357766",6.9,1045
tt0170259,Luna Papa,Luna Papa,1999,107,"Comedy,Drama",nm0451998,"nm0451998,nm0476993",7.2,3390
tt0170544,Samurai Fiction,SF: Episode One,1998,111,"Action,Adventure,Comedy",nm0620294,"nm8314767,nm0620294",7.2,2828
tt0170691,Tigerland,Tigerland,2000,101,"Drama,War",nm0001708,"nm0458462,nm0570077",6.9,45093
tt0170705,Train of Life,Train de vie,1998,103,"Comedy,Drama,War",nm0586123,nm0586123,7.6,9895
tt0171685,Ratcatcher,Ratcatcher,1999,94,Drama,nm0708903,nm0708903,7.5,12853
tt0171804,Boys Don't Cry,Boys Don't Cry,1999,118,"Biography,Crime,Drama",nm0005303,"nm0005303,nm0081493",7.5,106962
tt0171865,Wonderland,Wonderland,1999,108,Drama,nm0935863,nm0179851,7.1,4318
tt0171928,A Samba for Sherlock,O Xangô de Baker Street,2001,124,"Comedy,Crime",nm0267340,"nm0077094,nm0236279,nm0267340,nm0578266,nm0811666",6.6,1302
tt0172156,Bad Boys II,Bad Boys II,2003,147,"Action,Comedy,Crime",nm0000881,"nm0303032,nm0926729,nm0926727,nm0005421,nm0821466",6.6,285072
tt0172396,The End of the Affair,The End of the Affair,1999,102,"Drama,Mystery,Romance",nm0001403,"nm0001294,nm0001403",7.0,25181
tt0172477,Not of This World,Fuori dal mondo,1999,100,Drama,nm0681535,"nm0681535,nm0741824,nm0954277",7.2,841
tt0172493,"Girl, Interrupted","Girl, Interrupted",1999,127,"Biography,Drama",nm0003506,"nm0003506,nm0519666,nm0357703,nm0443476",7.3,230277
tt0172495,Gladiator,Gladiator,2000,155,"Action,Adventure,Drama",nm0000631,"nm0291905,nm0517589,nm0629933",8.5,1812289
tt0172543,He Died with a Felafel in His Hand,He Died with a Felafel in His Hand,2001,107,"Comedy,Romance",nm0523154,"nm0523154,nm0083658",7.0,4248
tt0172632,Joe Gould's Secret,Joe Gould's Secret,2000,104,Drama,nm0001804,"nm0593476,nm0734912",6.6,1686
tt0172684,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,1998,185,"Comedy,Drama,Musical",nm0424103,nm0424103,7.6,61755
tt0173080,Pyaar Kiya To Darna Kya,Pyaar Kiya To Darna Kya,1998,162,"Action,Comedy,Drama",nm0451326,"nm0240882,nm0451326",6.6,6533
tt0173081,Pyaar To Hona Hi Tha,Pyaar To Hona Hi Tha,1998,156,"Comedy,Drama,Romance",nm0063357,nm0063357,6.6,3832
tt0173102,Raju Ban Gaya Gentleman,Raju Ban Gaya Gentleman,1992,152,"Comedy,Drama,Musical",nm0592583,"nm0482553,nm0592583,nm1077938",6.7,8777
tt0173772,My Voyage to Italy,Il mio viaggio in Italia,1999,246,Documentary,nm0000217,"nm0147599,nm0232285,nm2719270,nm0000217",8.2,3670
tt0174852,The Last Days,The Last Days,1998,87,"Documentary,War",nm0002224,\N,7.9,6386
tt0174856,The Hurricane,The Hurricane,1999,146,"Biography,Drama,Sport",nm0422484,"nm0141918,nm0149760,nm0842768,nm0077000,nm0330108",7.6,106632
tt0175145,Second Chances,Second Chances,1998,107,Drama,nm0267309,"nm0010874,nm0551846",6.6,508
tt0175317,Walking Across Egypt,Walking Across Egypt,1999,100,"Comedy,Crime,Drama",nm0782381,"nm0249285,nm0848496",7.2,1386
tt0175844,Lenny Bruce: Swear to Tell the Truth,Lenny Bruce: Swear to Tell the Truth,1998,100,"Biography,Comedy,Documentary",nm0004332,nm0004332,7.8,629
tt0175880,Magnolia,Magnolia,1999,188,Drama,nm0000759,nm0000759,8.0,345494
tt0175996,The Other Conquest,La otra conquista,1998,105,"Drama,History",nm0140090,nm0140090,6.6,1234
tt0176415,The Grandfather,El abuelo,1998,151,Drama,nm0305054,"nm0305054,nm0701918,nm0883553",7.3,2171
tt0176694,The Tragedy of Man,Az ember tragédiája,2011,166,"Animation,Drama,History",nm0417757,"nm0417757,nm1062583",8.0,1370
tt0176809,A Hero Never Dies,Chan sam ying hung,1998,99,"Action,Crime,Drama",nm0864775,"nm0844032,nm0946883",7.0,1499
tt0177242,Sun Alley,Sonnenallee,1999,101,"Comedy,Drama,Romance",nm0369686,"nm0116748,nm0369686,nm0118345,nm0818316",6.8,7495
tt0177507,Gigantic,Absolute Giganten,1999,80,"Comedy,Drama",nm0771923,nm0771923,7.6,5076
tt0177511,The Glass Agency,Ajans-E Shisheh-I,1998,114,"Action,Drama,Romance",nm0368690,nm0368690,7.7,7591
tt0177749,Enlightenment Guaranteed,Erleuchtung garantiert,1999,109,"Comedy,Drama",nm0246903,"nm0246903,nm0821164",7.2,1404
tt0177789,Galaxy Quest,Galaxy Quest,1999,102,"Adventure,Comedy,Sci-Fi",nm0661751,"nm0397232,nm0330565",7.4,188985
tt0177858,In July,Im Juli,2000,99,"Adventure,Comedy,Romance",nm0015359,nm0015359,7.6,23380
tt0177882,Kebab Connection,Kebab Connection,2004,96,"Action,Comedy,Romance",nm0766649,"nm0015359,nm0858399,nm0074217,nm0766649,nm0777978",6.6,5296
tt0177921,A Mother's Love,Mehr-E Madari,1998,90,"Drama,Family",nm0846092,"nm2154550,nm0846092",6.9,798
tt0178031,In Heaven as It Is on Earth,U Pana Boga za piecem,1998,100,Comedy,nm0111369,nm0158582,6.9,1188
tt0178223,After the Truth,Nichts als die Wahrheit,1999,128,"Crime,Drama,Thriller",nm0725345,"nm0079487,nm0298445,nm0727003,nm0727093,nm0892424",7.3,907
tt0178392,Droh Kaal,Droh Kaal,1994,162,"Action,Crime,Drama",nm0631539,"nm2141672,nm0631539,nm0707304,nm0864605",7.8,510
tt0178737,Mansfield Park,Mansfield Park,1999,112,"Drama,Romance",nm0005390,"nm0000807,nm0005390",7.0,27223
tt0178868,Ring,Ringu,1998,96,"Horror,Mystery",nm0620378,"nm0847126,nm0840626",7.2,84457
tt0179074,American Pimp,American Pimp,1999,87,Documentary,"nm0400436,nm0400441",\N,6.6,2426
tt0179098,Moonlight Mile,Moonlight Mile,2002,117,"Drama,Romance",nm0797869,nm0797869,6.6,15131
tt0179110,City of Glass,Bo li zhi cheng,1998,111,"Drama,History,Romance",nm0156520,nm0492288,6.8,692
tt0179116,But I'm a Cheerleader,But I'm a Cheerleader,1999,85,"Comedy,Drama,Romance",nm0044803,"nm0677048,nm0044803",6.8,49668
tt0179196,"Goodbye, 20th Century",Zbogum na dvaesetiot vek,1998,83,"Adventure,Comedy,Fantasy","nm0593986,nm0691497","nm0593986,nm0691497",6.6,820
tt11225228,Titina,Titina,2022,91,"Adventure,Animation,Family",nm1195792,"nm1195792,nm0996077",7.0,646
tt11225756,The Lost Leonardo,The Lost Leonardo,2021,96,"Documentary,Mystery",nm3572012,"nm0598531,nm2041022,nm2190925,nm2293775,nm3572012",7.5,3143
tt1122600,Pachadlela,Pachadlela,2004,135,"Comedy,Drama,Horror",nm0467680,\N,7.6,869
tt1122614,And Everything Is Going Fine,And Everything Is Going Fine,2010,89,Documentary,nm0001752,\N,7.1,1377
tt11226258,Playing with Sharks: The Valerie Taylor Story,Playing with Sharks: The Valerie Taylor Story,2021,95,"Adventure,Documentary",nm1632989,nm1632989,7.5,710
tt11229886,Les Misérables: The Staged Concert,Les Misérables: The Staged Concert,2019,145,"Documentary,Drama,History","nm0606835,nm5488807,nm11368300","nm0098842,nm0774744",8.6,859
tt11230868,Kappela,Kappela,2020,113,"Comedy,Romance",nm1830213,"nm1830213,nm11107005,nm11078278",7.5,3956
tt1123373,Detective Dee: The Mystery of the Phantom Flame,Di Renjie: Tongtian diguo,2010,119,"Action,Adventure,Drama",nm0007139,"nm2310115,nm0155295,nm4488556",6.6,12294
tt11233960,The Unforgivable,The Unforgivable,2021,112,"Crime,Drama,Mystery",nm3519173,"nm0185976,nm0782711,nm0587091,nm0906550",7.2,126337
tt11235142,Dia,Dia,2020,137,"Drama,Romance",nm11108345,nm11108345,8.0,7870
tt11236228,Peace by Chocolate,Peace by Chocolate,2021,96,"Comedy,Drama",nm4251580,"nm4251580,nm5699823",6.9,1206
tt1124035,The Ides of March,The Ides of March,2011,101,"Drama,Thriller",nm0000123,"nm0000123,nm0381416,nm2802722",7.1,237313
tt1124037,Free State of Jones,Free State of Jones,2016,139,"Action,Biography,Drama",nm0002657,"nm0002657,nm0366989",6.9,67441
tt1124052,City of Life and Death,Nanjing! Nanjing!,2009,133,"Drama,History,War",nm1283651,nm1283651,7.7,12325
tt11242162,Rise,Rise,2022,113,"Biography,Drama,Sport",nm0648473,nm3885069,7.0,9033
tt11242292,Black Friday,Black Friday,2020,137,"Comedy,Horror,Musical",nm4583853,"nm4583853,nm4579146",7.6,581
tt11242654,They Shot the Piano Player,Dispararon al Pianista,2023,104,"Animation,Drama,History","nm0973475,nm0874096",nm0874096,6.7,955
tt11243364,Andy Murray: Resurfacing,Andy Murray: Resurfacing,2019,108,"Documentary,Sport",nm8533220,\N,7.8,1353
tt1124377,John Rabe,John Rabe,2009,134,"Biography,Drama,History",nm0302780,"nm0302780,nm11174947,nm3743087",7.2,6923
tt11245776,Skin: A History of Nudity in the Movies,Skin: A History of Nudity in the Movies,2020,130,"Documentary,History",nm1639665,"nm1024321,nm1639665",6.7,1606
tt1125849,The Wrestler,The Wrestler,2008,109,"Drama,Sport",nm0004716,nm1557909,7.9,328935
tt11258572,Daughters of Abdul-Rahman,Daughters of Abdul-Rahman,2021,112,"Comedy,Drama",nm3497518,nm3497518,7.7,602
tt1125914,Quemar las naves,Quemar las naves,2007,100,Drama,nm0290544,"nm0290544,nm0699168",7.1,818
tt11262098,Jasper Mall,Jasper Mall,2020,85,Documentary,"nm3204291,nm3204205",\N,6.8,1659
tt1126590,Big Eyes,Big Eyes,2014,106,"Biography,Crime,Drama",nm0000318,"nm0018735,nm0438989",6.9,103789
tt1126596,Adulthood,Adulthood,2008,99,"Crime,Drama",nm0164929,nm0164929,6.6,13432
tt11268742,The Ultimate Playlist of Noise,The Ultimate Playlist of Noise,2021,99,"Comedy,Drama,Music",nm3619863,nm4566755,6.6,1157
tt11271038,Licorice Pizza,Licorice Pizza,2021,133,"Comedy,Drama,Romance",nm0000759,nm0000759,7.1,155470
tt1127180,Drag Me to Hell,Drag Me to Hell,2009,99,Horror,nm0000600,"nm0000600,nm0706898",6.6,228282
tt11271990,Ali & the Queens,Ali & Ratu Ratu Queens,2021,100,"Adventure,Comedy,Drama",nm2435022,"nm2804902,nm5284051",7.0,1803
tt11273332,Almost a Comedy,Ban ge xi ju,2019,111,Drama,"nm5023548,nm8524410","nm5023548,nm8524410",6.7,736
tt11276298,The Hidden Life of Trees,Das geheime Leben der Bäume,2020,101,Documentary,"nm0012345,nm2606340","nm0012345,nm8480392",7.0,864
tt1127702,Mission London,Mission London,2010,107,Comedy,nm1190360,"nm3894848,nm1190360,nm2820483",7.1,6411
tt1127715,Sin Nombre,Sin nombre,2009,96,"Adventure,Crime,Drama",nm1560977,nm1560977,7.5,34856
tt11278476,Rescued by Ruby,Rescued by Ruby,2022,90,"Biography,Drama,Family",nm0002240,"nm3249078,nm0239051,nm0418321",7.2,13115
tt1127896,Taking Woodstock,Taking Woodstock,2009,120,"Biography,Comedy,Drama",nm0000487,"nm0770005,nm0862580,nm2988802",6.7,30637
tt11279794,iHuman,iHuman,2019,99,Documentary,nm2494239,\N,6.7,774
tt1128075,Love Exposure,Ai no mukidashi,2008,237,"Action,Comedy,Drama",nm0814469,nm0814469,8.0,17511
tt11280912,Maarjaara Oru Kalluvacha Nuna,Maarjaara Oru Kalluvacha Nuna,2020,142,Drama,nm11130491,nm11130491,7.8,549
tt11281220,Intoxicated by Love,Maste eshgh,2024,118,"Drama,History,Romance",nm2520000,"nm2520000,nm1368182",7.1,14979
tt11286314,Don't Look Up,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",nm0570912,"nm0570912,nm1998503",7.2,656031
tt11286640,Nowhere Special,Nowhere Special,2020,96,Drama,nm0664667,nm0664667,7.4,9019
tt11290556,The Way I See It,The Way I See It,2020,100,Documentary,nm2929021,\N,8.2,1985
tt11291274,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,2022,107,"Action,Comedy,Crime",nm3230448,"nm3230448,nm1072410",7.0,175439
tt1129435,The Beaches of Agnès,Les plages d'Agnès,2008,112,"Biography,Documentary",nm0889513,"nm0889513,nm0745632",8.0,5229
tt11296054,Beach Road Chetan,Beach Road Chetan,2019,137,"Action,Drama,Sci-Fi","nm10057054,nm5819249,nm11140532",nm10057054,9.2,607
tt11296058,The Painter and the Thief,Kunstneren og tyven,2020,106,Documentary,nm5558989,nm11375191,7.5,4587
tt1130088,Is Anybody There?,Is Anybody There?,2008,94,Drama,nm1259871,nm1739929,6.6,5109
tt11301886,Rebel Ridge,Rebel Ridge,2024,131,"Action,Crime,Drama",nm1099918,nm1099918,6.8,98400
tt11306376,Jathi Ratnalu,Jathi Ratnalu,2021,145,Comedy,nm8745994,nm8745994,7.4,8662
tt11306896,Trivikrama,Trivikrama,2022,151,"Comedy,Drama,Romance",nm6579465,nm6579465,6.9,871
tt11306926,Badava Rascal,Badava Rascal,2021,133,"Action,Comedy",nm11142563,nm11142563,7.3,1777
tt11306932,Noise,Ruido,2022,105,Drama,nm1135329,"nm1135329,nm5142203,nm8977430",6.6,1320
tt1130862,Ogród Luizy,Ogród Luizy,2007,105,"Comedy,Drama,Romance",nm0937556,nm0395834,6.9,576
tt1130884,Shutter Island,Shutter Island,2010,138,"Drama,Mystery,Thriller",nm0000217,"nm0436164,nm1212331",8.2,1600260
tt1130981,Tear This Heart Out,Arráncame la vida,2008,107,Drama,nm0810997,"nm2818192,nm0810997",7.4,3027
tt1130988,JCVD,JCVD,2008,97,"Comedy,Crime,Drama",nm1333798,"nm1333798,nm1354560,nm1176687,nm0712257,nm1290014",7.0,41227
tt11311958,Mookuthi Amman,Mookuthi Amman,2020,134,"Comedy,Drama,Fantasy","nm5657068,nm12073436","nm1794381,nm5657068,nm13043081",6.6,5055
tt11311974,Moonlit Winter,Yunhui-ege,2019,105,"Drama,Romance",nm8467955,nm8467955,6.9,1375
tt11312640,Tenere,Tenere,2020,93,Documentary,nm11145453,\N,7.6,613
tt11312700,Prathi Poovankozhi,Prathi Poovankozhi,2019,102,"Drama,Thriller",nm1754432,nm2634191,6.9,1569
tt11314148,Shiddat,Shiddat,2021,146,Romance,nm2260731,"nm1356270,nm3057599,nm1381758,nm7723547",7.6,26400
tt11316680,Trees of Peace,Trees of Peace,2021,97,Drama,nm1051233,nm1051233,6.6,2036
tt11316824,Happy Old Year,How to ting ting yang rai mai hai leua ter,2019,113,"Drama,Romance",nm3849565,nm3849565,7.2,3064
tt11317142,Shiva Baby,Shiva Baby,2020,77,"Comedy,Drama",nm7681231,nm7681231,7.1,40528
tt1131729,The Boat That Rocked,Pirate Radio,2009,117,"Comedy,Drama,Music",nm0193485,nm0193485,7.3,119587
tt11317654,Dawn of War,O2,2020,100,"History,Thriller",nm2454264,"nm0009248,nm11358039,nm1892986,nm1748970",6.9,1359
tt11318348,Brahma Janen Gopon Kommoti,Brahma Janen Gopon Kommoti,2020,127,Drama,nm5438589,"nm12466528,nm11398943",7.8,785
tt11318364,Belashuru,Belashuru,2022,140,"Drama,Family","nm1425585,nm5181252",nm1425585,7.2,1072
tt11321572,M-8,M-8: Quando a Morte Socorre a Vida,2019,84,Drama,nm1135838,"nm5996017,nm1095510,nm2263833,nm1135838,nm0513130,nm15841654,nm2779187",7.0,893
tt11322920,Ayyappanum Koshiyum,Ayyappanum Koshiyum,2020,177,"Action,Drama,Thriller",nm2819123,nm2819123,8.0,12128
tt1132474,Chiko,Chiko,2008,92,"Crime,Drama",nm1641324,nm1641324,6.8,3901
tt1132578,Summer Holiday,Boogie,2008,103,"Comedy,Drama",nm1364086,"nm2304473,nm1364086,nm1146102",7.0,2261
tt1132593,Can Go Through Skin,Kan door huid heen,2009,94,Drama,nm1162023,nm1162023,6.9,662
tt1132607,Versailles,Versailles,2008,102,Drama,nm0778144,nm0778144,6.7,587
tt1132620,The Girl with the Dragon Tattoo,Män som hatar kvinnor,2009,152,"Crime,Drama,Mystery",nm0649117,"nm1064048,nm1065452,nm2297183",7.8,228917
tt11327400,Finding Nicole,Finding Nicole,2025,90,"Crime,Drama,Thriller",nm6136445,"nm11152070,nm7867218,nm6136445",8.1,889
tt11327514,Uncle Frank,Uncle Frank,2020,95,"Comedy,Drama",nm0050332,nm0050332,7.3,24461
tt11331792,"Great Photo, Lovely Life","Great Photo, Lovely Life",2023,112,Documentary,"nm4335195,nm8727481","nm4335195,nm4487645,nm8727481,nm2398815",7.4,1910
tt11332484,The Road Dance,The Road Dance,2021,116,Drama,nm1643201,"nm1643201,nm2288404",7.1,2172
tt1133559,Detective Conan: Magician of the Silver Sky,Meitantei Conan: Ginyoku no kijutsushi,2004,108,"Action,Animation,Comedy",nm0945506,"nm1108327,nm2557097,nm1628160",7.0,2769
tt1133922,Crossing,Keurosing,2008,106,Drama,nm1048540,nm2587340,7.5,1365
tt1133935,Detective Conan: Crossroad in the Ancient Capital,Meitantei Konan Meikyû no Kurosurôdo,2003,108,"Action,Adventure,Animation",nm1829961,"nm1108327,nm1628160,nm2557097",7.1,2988
tt1133936,Detective Conan: Strategy Above the Depths,Meitantei Conan: Suiheisenjô no Sutoratêji,2005,108,"Action,Adventure,Animation",nm0945506,"nm1108327,nm2557097,nm1628160",7.0,2419
tt1133989,Medicine for Melancholy,Medicine for Melancholy,2008,88,"Drama,Romance",nm1503575,nm1503575,6.6,2893
tt11341742,In Search of Tomorrow,In Search of Tomorrow,2022,305,"Documentary,History,Sci-Fi",nm0918211,"nm1602716,nm0918211",7.7,1261
tt11346000,King of Cool,Dean Martin: King of Cool,2021,107,"Biography,Documentary,History",nm0231999,\N,7.8,1025
tt1134828,Chameleon,Kaméleon,2008,108,"Comedy,Drama,Thriller",nm0323558,"nm1472530,nm0323558",7.2,2563
tt1134860,Smoke Gets in Your Eyes,É Proibido Fumar,2009,89,"Drama,Romance,Thriller",nm1155957,nm1155957,6.8,664
tt11354168,The Perfect Weapon,The Perfect Weapon,2020,87,Documentary,nm0535984,nm2172320,7.2,1244
tt1135503,Julie & Julia,Julie & Julia,2009,123,"Biography,Drama,Romance",nm0001188,"nm0001188,nm2823045,nm0157463,nm2954422",7.0,134367
tt1135522,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fighting,Shin kyûseishu densetsu Hokuto no Ken: Raô den - Gekitô no shô,2007,85,"Action,Animation",nm0386185,"nm0122967,nm0361700,nm1415834,nm1130094,nm0541239",7.1,580
tt11357580,Luz,Luz,2020,118,"Crime,Drama,Romance",nm4296517,nm4296517,6.6,5776
tt11358166,Some Kind of Heaven,Some Kind of Heaven,2020,81,Documentary,nm4565262,\N,7.2,3925
tt11358398,The Man Standing Next,Namsanui bujangdeul,2020,114,Thriller,nm4259286,"nm9348854,nm4259286",7.0,4896
tt1135952,White Material,White Material,2009,106,"Drama,War",nm0219136,"nm0219136,nm2823430,nm1656178",6.9,8914
tt1135968,Dean Spanley,Dean Spanley,2008,100,"Comedy,Drama",nm1089736,"nm0788991,nm0243004",7.2,3950
tt11362842,When Time Got Louder,When Time Got Louder,2022,113,Drama,nm5675000,nm5675000,6.7,575
tt11362866,Historias lamentables,Historias lamentables,2020,126,Comedy,nm0275250,"nm0275250,nm2195290",6.6,2054
tt11364376,"Acasa, My Home","Acasa, My Home",2020,86,Documentary,nm8767649,\N,7.6,1191
tt11365186,Redeeming Love,Redeeming Love,2022,134,"Drama,Romance,Western",nm0142286,"nm2279578,nm0142286",6.8,19329
tt1136608,District 9,District 9,2009,112,"Action,Sci-Fi,Thriller",nm0088955,"nm0088955,nm2833612",7.9,745067
tt1136617,The Killer,The Killer,2023,118,"Action,Adventure,Crime",nm0000399,"nm1989798,nm15210972,nm0001825",6.7,217873
tt11368998,25 Years of Innocence,25 lat niewinnosci. Sprawa Tomka Komendy,2020,116,Drama,nm1450132,"nm1733303,nm1450132",7.5,1380
tt11369540,The Champion,Mistrz,2020,91,"Biography,Drama,History",nm8849637,nm8849637,6.8,2394
tt1137439,Blue Gold: World Water Wars,Blue Gold: World Water Wars,2008,90,Documentary,nm0002384,"nm0055266,nm2830201,nm0002384",7.6,1252
tt11374902,Doctor,Doctor,2021,148,"Action,Comedy,Crime",nm12135964,"nm12135964,nm8649527",7.4,21230
tt11375428,Hridayam,Hridayam,2022,172,"Drama,Musical,Romance",nm2068971,nm2068971,8.0,19877
tt11376010,People Just Do Nothing: Big in Japan,People Just Do Nothing: Big in Japan,2021,97,"Comedy,Music",nm2442354,"nm4452903,nm5219130,nm5219035,nm5218755",6.8,4184
tt11378264,Mucho Mucho Amor: The Legend of Walter Mercado,Mucho Mucho Amor: The Legend of Walter Mercado,2020,96,"Biography,Documentary","nm8201031,nm2098629",\N,7.3,3581
tt11379584,Luzzu,Luzzu,2021,94,Drama,nm3268589,nm3268589,6.9,2131
tt11379988,James,James,2022,149,"Action,Comedy,Drama",nm6815084,nm6815084,7.3,9262
tt1138002,Chris & Don: A Love Story,Chris & Don: A Love Story,2007,90,"Biography,Documentary,Romance","nm2035360,nm1127368",\N,7.8,1032
tt11380884,Farewell Amor,Farewell Amor,2020,95,"Drama,Music,Romance",nm2550343,nm2550343,6.9,1735
tt11382384,The Dissident,The Dissident,2020,119,"Crime,Documentary,Thriller",nm2406731,"nm0598531,nm2406731",7.8,30978
tt11383348,Mary J Blige's My Life,Mary J Blige's My Life,2021,82,Documentary,nm0745043,\N,6.7,673
tt11384004,Love Story,Love Story,2021,155,Romance,nm2289322,nm2289322,6.8,4775
tt11384234,Kaliyuga,Kaliyuga,2019,129,Drama,nm17507028,nm17507028,8.2,530
tt11384306,Heza,Heza,2019,111,Drama,nm11177205,nm11177205,7.0,2291
tt11384372,Jodi,Jodi,2023,139,"Comedy,Drama,Romance",nm4179342,nm4179342,7.8,599
tt1138481,Sonny Boy,Sonny Boy,2011,130,"Biography,Drama,Romance",nm0676577,"nm3836274,nm0676577,nm0886019",6.8,3554
tt1138482,Twenty:20,Twenty:20,2008,195,"Action,Crime,Drama",nm0430782,"nm1437907,nm1440053",6.8,2295
tt11385128,V,V,2020,140,"Action,Crime,Thriller",nm1990335,"nm1990335,nm13412575",6.8,9861
tt11385336,Memories of My Father,El olvido que seremos,2020,136,"Drama,History",nm0874096,"nm7428985,nm0874093",7.2,2894
tt11386020,Black Raven,Chornyy Voron,2019,110,"Drama,History,War",nm4968336,\N,7.3,694
tt11388580,Miss Americana,Miss Americana,2020,85,"Biography,Documentary,Drama",nm5300836,\N,7.4,26331
tt11388990,I Carry You with Me,I Carry You with Me,2020,111,Drama,nm1823216,"nm1823216,nm3998715",6.7,1923
tt11389748,Mass,Mass,2021,111,Drama,nm0469823,nm0469823,7.6,19185
tt11389872,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,2024,145,"Action,Adventure,Drama",nm1226871,"nm0295264,nm0415425,nm0798646",6.8,163387
tt11390442,Betrayed,Den største forbrytelsen,2020,126,"Drama,History,War",nm4928331,"nm0995943,nm0345674,nm7520481",7.1,3077
